GC,protein,Organism,MutS,Tudor,PWWP,tudor_tblastn,tudor_neighbor,PWWP_tblastn,PWWP_neighbor,Tudor_domain,Tudor_interpro,PWWP_domain,PWWP_interpro
GCF_000472105.1,XP_016935780.1,Drosophila suzukii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_003013835.1,XP_028144780.1,Diabrotica virgifera virgifera,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000806345.2,XP_011196235.1,Zeugodacus cucurbitae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000355655.1,XP_019768243.1,Dendroctonus ponderosae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 471378;neighbor protein dist: 471426,Inf,Inf,471378,471426,FALSE,FALSE,FALSE,FALSE
GCF_900239965.1,XP_023944743.1,Bicyclus anynana,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_900239965.1,XP_023944741.1,Bicyclus anynana,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_001856805.1,XP_022114759.1,Pieris rapae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_001685135.1,XP_017510725.1,Manis javanica,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10556;neighbor protein dist: Inf,Inf,Inf,10556,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000344595.1,XP_007064961.1,Chelonia mydas,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 30036;neighbor protein dist: Inf,Inf,Inf,30036,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000208655.3,XP_012376592.1,Dasypus novemcinctus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10729;neighbor protein dist: Inf,Inf,Inf,10729,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000239415.1,XP_005915504.1,Haplochromis burtoni,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 956;neighbor protein dist: 0,Inf,Inf,956,0,FALSE,FALSE,TRUE,TRUE
GCF_000239415.1,XP_005915505.1,Haplochromis burtoni,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 956;neighbor protein dist: 0,Inf,Inf,956,0,FALSE,FALSE,TRUE,TRUE
GCF_007115625.1,XP_009091923.2,Serinus canaria,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 12376;neighbor protein dist: Inf,Inf,Inf,12376,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000534875.1,XP_009091923.1,Serinus canaria,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 24;neighbor protein dist: Inf,Inf,Inf,24,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000766835.1,XP_011584043.1,Aquila chrysaetos canadensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1596;neighbor protein dist: 0,Inf,Inf,1596,0,FALSE,FALSE,TRUE,TRUE
GCF_000766835.1,XP_011584041.1,Aquila chrysaetos canadensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1596;neighbor protein dist: 0,Inf,Inf,1596,0,FALSE,FALSE,TRUE,TRUE
GCF_003584765.2,XP_026342081.1,Ursus arctos horribilis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11479;neighbor protein dist: 0,Inf,Inf,11479,0,FALSE,FALSE,TRUE,TRUE
GCF_003584765.2,XP_044234134.1,Ursus arctos horribilis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11479;neighbor protein dist: 0,Inf,Inf,11479,0,FALSE,FALSE,TRUE,TRUE
GCF_003584765.2,XP_044234131.1,Ursus arctos horribilis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11479;neighbor protein dist: 0,Inf,Inf,11479,0,FALSE,FALSE,TRUE,TRUE
GCF_001466805.2,XP_015997663.1,Rousettus aegyptiacus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10399;neighbor protein dist: Inf,Inf,Inf,10399,Inf,FALSE,FALSE,TRUE,TRUE
GCF_003343065.1,XP_046358330.1,Haliotis rufescens,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 135962;neighbor protein dist: Inf,Inf,Inf,135962,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000005175.2,XP_002007712.1,Drosophila mojavensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 528038;neighbor protein dist: Inf,Inf,Inf,528038,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000769155.1,XP_022592021.1,Cyclospora cayetanensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000147195.1,XP_011139754.1,Harpegnathos saltator,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000147175.1,XP_011263196.1,Camponotus floridanus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000147175.1,XP_011263195.1,Camponotus floridanus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000006255.1,XP_002474436.1,Postia placenta Mad-698-R,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000006255.1,XP_002469731.1,Postia placenta Mad-698-R,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000005215.3,XP_002030569.1,Drosophila sechellia,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_001624265.1,XP_018580482.1,Scleropages formosus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 2338;neighbor protein dist: Inf,Inf,Inf,2338,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000149515.1,XP_003115157.1,Caenorhabditis remanei,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000980195.1,XP_012526794.1,Monomorium pharaonis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000980195.1,XP_012526796.1,Monomorium pharaonis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000980195.1,XP_012526795.1,Monomorium pharaonis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000980195.1,XP_012526798.1,Monomorium pharaonis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_003260585.2,XP_012526794.1,Monomorium pharaonis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: 7193261,Inf,Inf,Inf,7193261,FALSE,FALSE,FALSE,FALSE
GCF_003260585.2,XP_012526796.1,Monomorium pharaonis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: 7197899,Inf,Inf,Inf,7197899,FALSE,FALSE,FALSE,FALSE
GCF_003260585.2,XP_012526795.1,Monomorium pharaonis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: 7197899,Inf,Inf,Inf,7197899,FALSE,FALSE,FALSE,FALSE
GCF_000184105.1,XP_012746633.1,Pseudogymnoascus destructans 20631-21,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000184105.1,XP_012745364.1,Pseudogymnoascus destructans 20631-21,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_023158985.2,XP_048728354.1,Ostrea edulis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 36216;neighbor protein dist: 3945,Inf,Inf,36216,3945,FALSE,FALSE,TRUE,TRUE
GCF_023158985.2,XP_048728355.1,Ostrea edulis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 32271;neighbor protein dist: 3945,Inf,Inf,32271,3945,FALSE,FALSE,TRUE,TRUE
GCF_014825515.1,XP_037017147.1,Artibeus jamaicensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 9673;neighbor protein dist: 0,Inf,Inf,9673,0,FALSE,FALSE,TRUE,TRUE
GCF_014825515.1,XP_037017146.1,Artibeus jamaicensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 9673;neighbor protein dist: 0,Inf,Inf,9673,0,FALSE,FALSE,TRUE,TRUE
GCF_002776465.1,XP_023123907.1,Amphiprion ocellaris,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 5843;neighbor protein dist: 0,Inf,Inf,5843,0,FALSE,FALSE,TRUE,TRUE
GCF_002776465.1,XP_023123906.1,Amphiprion ocellaris,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 5843;neighbor protein dist: 0,Inf,Inf,5843,0,FALSE,FALSE,TRUE,TRUE
GCF_001937115.1,XP_019867371.1,Aethina tumida,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_003709585.1,XP_026928307.1,Acinonyx jubatus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11264;neighbor protein dist: 0,Inf,Inf,11264,0,FALSE,FALSE,TRUE,TRUE
GCF_003709585.1,XP_026928308.1,Acinonyx jubatus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11264;neighbor protein dist: 0,Inf,Inf,11264,0,FALSE,FALSE,TRUE,TRUE
GCF_014570555.1,XP_036781762.1,Manis pentadactyla,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 7973;neighbor protein dist: Inf,Inf,Inf,7973,Inf,FALSE,FALSE,TRUE,TRUE
GCF_002940915.2,XP_024408605.1,Desmodus rotundus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10950;neighbor protein dist: Inf,Inf,Inf,10950,Inf,FALSE,FALSE,TRUE,TRUE
GCF_001443585.1,XP_014930191.1,Acinonyx jubatus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11263;neighbor protein dist: Inf,Inf,Inf,11263,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000788275.1,XP_020776916.1,Boleophthalmus pectinirostris,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 802;neighbor protein dist: Inf,Inf,Inf,802,Inf,FALSE,FALSE,TRUE,TRUE
GCF_002109545.1,XP_022065304.1,Acanthochromis polyacanthus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1902;neighbor protein dist: 0,Inf,Inf,1902,0,FALSE,FALSE,TRUE,TRUE
GCF_002109545.1,XP_022065305.1,Acanthochromis polyacanthus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1902;neighbor protein dist: 0,Inf,Inf,1902,0,FALSE,FALSE,TRUE,TRUE
GCF_000337955.1,XP_027638788.1,Falco peregrinus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 13417;neighbor protein dist: Inf,Inf,Inf,13417,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000182985.1,XP_002995367.1,Vairimorpha ceranae BRL01,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000005925.1,XP_002068471.1,Drosophila willistoni,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000238935.1,XP_005152105.1,Melopsittacus undulatus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 13581;neighbor protein dist: Inf,Inf,Inf,13581,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000165045.1,XP_007895097.1,Callorhinchus milii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10508;neighbor protein dist: Inf,Inf,Inf,10508,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000687225.1,XP_008698065.1,Ursus maritimus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 24;neighbor protein dist: Inf,Inf,Inf,24,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000292845.1,XP_004590719.1,Ochotona princeps,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 9574;neighbor protein dist: Inf,Inf,Inf,9574,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000292845.1,XP_012784052.1,Ochotona princeps,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 9574;neighbor protein dist: 0,Inf,Inf,9574,0,FALSE,FALSE,FALSE,FALSE
GCF_000292845.1,XP_004590720.1,Ochotona princeps,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 9574;neighbor protein dist: 0,Inf,Inf,9574,0,FALSE,FALSE,FALSE,FALSE
GCF_003665695.1,XP_026882910.1,Electrophorus electricus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1207;neighbor protein dist: Inf,Inf,Inf,1207,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000472045.1,XP_007111682.1,Physeter catodon,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 6845;neighbor protein dist: 0,Inf,Inf,6845,0,FALSE,FALSE,TRUE,TRUE
GCF_000472045.1,XP_007111683.1,Physeter catodon,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 6845;neighbor protein dist: 0,Inf,Inf,6845,0,FALSE,FALSE,TRUE,TRUE
GCF_000472045.1,XP_007111684.1,Physeter catodon,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 6790;neighbor protein dist: 55,Inf,Inf,6790,55,FALSE,FALSE,FALSE,FALSE
GCF_000337975.1,XP_027662654.1,Falco cherrug,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 13381;neighbor protein dist: Inf,Inf,Inf,13381,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000699085.1,XP_008499374.1,Calypte anna,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 12074;neighbor protein dist: Inf,Inf,Inf,12074,Inf,FALSE,FALSE,TRUE,TRUE
GCA_000143535.4,ATZ45721.1,Botrytis cinerea B05.10,TRUE,;dist_tblastn dist: 903980;neighbor protein dist: Inf,;dist_tblastn dist: 178168;neighbor protein dist: Inf,903980,Inf,178168,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000143535.4,ATZ45720.1,Botrytis cinerea B05.10,TRUE,;dist_tblastn dist: 903980;neighbor protein dist: Inf,;dist_tblastn dist: 178168;neighbor protein dist: Inf,903980,Inf,178168,Inf,FALSE,FALSE,FALSE,FALSE
GCA_016906535.1,QRW19536.1,Rhizoctonia solani,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001417885.1,BAO39588.1,Kluyveromyces marxianus DMKU3-1042,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 355459;neighbor protein dist: Inf,Inf,Inf,355459,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000002725.2,CAJ09151.1,Leishmania major strain Friedlin,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 399457;neighbor protein dist: Inf,Inf,Inf,399457,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900002385.2,VTZ79341.1,Plasmodium yoelii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_009556855.1,QGA15750.1,Talaromyces marneffei,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 156831;neighbor protein dist: Inf,Inf,Inf,156831,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000091205.1,BAM80098.1,Cyanidioschyzon merolae strain 10D,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000091205.1,BAM81503.1,Cyanidioschyzon merolae strain 10D,TRUE,;dist_tblastn dist: 440707;neighbor protein dist: Inf,;dist_tblastn dist: 92032;neighbor protein dist: Inf,440707,Inf,92032,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000687475.2,QUC19056.1,Ustilaginoidea virens,TRUE,;dist_tblastn dist: 3594199;neighbor protein dist: Inf,;dist_tblastn dist: 2828169;neighbor protein dist: Inf,3594199,Inf,2828169,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030272155.1,WIA28905.1,Tetradesmus obliquus,TRUE,;domain_blast;interpro;dist_tblastn dist: 10882;neighbor protein dist: 3712839,;dist_tblastn dist: 4849346;neighbor protein dist: 4845805,10882,3712839,4849346,4845805,TRUE,TRUE,FALSE,FALSE
GCA_026914185.1,WAQ81866.1,Puccinia triticina,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: 4413531,Inf,Inf,Inf,4413531,FALSE,FALSE,FALSE,FALSE
GCA_016861625.1,BCS00986.1,Aspergillus luchuensis,TRUE,;dist_tblastn dist: 316170;neighbor protein dist: Inf,;dist_tblastn dist: 1190684;neighbor protein dist: Inf,316170,Inf,1190684,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000226095.1,AEO59871.1,Thermothelomyces thermophilus ATCC 42464,TRUE,;dist_tblastn dist: 444066;neighbor protein dist: Inf,;dist_tblastn dist: 256675;neighbor protein dist: Inf,444066,Inf,256675,Inf,FALSE,FALSE,FALSE,FALSE
GCA_011074885.2,QOU21514.1,Brettanomyces bruxellensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 666437;neighbor protein dist: Inf,Inf,Inf,666437,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003290485.1,AXA51610.1,Malassezia restricta,TRUE,;dist_tblastn dist: 153049;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,153049,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_016861735.1,BCR84005.1,Aspergillus chevalieri,TRUE,;dist_tblastn dist: 3940222;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,3940222,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_903995115.1,CAD2214323.1,Angomonas deanei,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000091025.4,AAS54606.2,Eremothecium gossypii ATCC 10895,TRUE,;dist_tblastn dist: 397018;neighbor protein dist: Inf,;dist_tblastn dist: 121323;neighbor protein dist: Inf,397018,Inf,121323,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000740895.1,BAM38703.1,Theileria orientalis strain Shintoku,TRUE,;dist_tblastn dist: 364174;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,364174,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_002287475.2,PAV15191.1,Pyrrhoderma noxium,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_023205875.1,UPQ99942.1,Chloropicon primus,TRUE,;domain_blast;interpro;dist_tblastn dist: 3338;neighbor protein dist: 435502,;dist_tblastn dist: Inf;neighbor protein dist: Inf,3338,435502,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCA_023205875.1,UPQ99626.1,Chloropicon primus,TRUE,;dist_tblastn dist: 143934;neighbor protein dist: 143337,;dist_tblastn dist: Inf;neighbor protein dist: Inf,143934,143337,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_019677325.2,KAG9221893.1,Pleurotus cornucopiae,TRUE,;dist_tblastn dist: 321986;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,321986,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_020509005.2,UJO11384.1,Fulvia fulva,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 4022052;neighbor protein dist: Inf,Inf,Inf,4022052,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000092065.1,ABO96769.1,Ostreococcus lucimarinus CCE9901,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_023278565.1,UQC88913.1,Colletotrichum lupini,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 2354324;neighbor protein dist: Inf,Inf,Inf,2354324,Inf,FALSE,FALSE,FALSE,FALSE
GCA_023101225.1,UPK93202.1,Fusarium solani-melongenae,TRUE,;dist_tblastn dist: 2147935;neighbor protein dist: Inf,;dist_tblastn dist: 2044710;neighbor protein dist: Inf,2147935,Inf,2044710,Inf,FALSE,FALSE,FALSE,FALSE
GCA_016861865.1,BCS20976.1,Aspergillus puulaauensis,TRUE,;dist_tblastn dist: 711494;neighbor protein dist: Inf,;dist_tblastn dist: 1757062;neighbor protein dist: Inf,711494,Inf,1757062,Inf,FALSE,FALSE,FALSE,FALSE
GCA_026873545.1,WAO93574.1,Fusarium falciforme,TRUE,;dist_tblastn dist: 2199290;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,2199290,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022605165.1,UNI24880.1,Purpureocillium takamizusanense,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004217705.1,QBM87968.1,Metschnikowia aff. pulcherrima,TRUE,;dist_tblastn dist: 1016267;neighbor protein dist: Inf,;dist_tblastn dist: 65935;neighbor protein dist: Inf,1016267,Inf,65935,Inf,FALSE,FALSE,FALSE,FALSE
GCA_007735645.1,QDS68554.1,Venturia effusa,TRUE,;dist_tblastn dist: 915038;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,915038,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_009938135.1,WFD49180.1,Malassezia furfur,TRUE,;dist_tblastn dist: 153365;neighbor protein dist: Inf,;dist_tblastn dist: 14505;neighbor protein dist: Inf,153365,Inf,14505,Inf,FALSE,FALSE,FALSE,FALSE
GCA_009938135.1,WFD45608.1,Malassezia furfur,TRUE,;dist_tblastn dist: 217888;neighbor protein dist: Inf,;dist_tblastn dist: 288144;neighbor protein dist: Inf,217888,Inf,288144,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001984395.2,AQZ12886.1,Zygosaccharomyces parabailii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 156622;neighbor protein dist: Inf,Inf,Inf,156622,Inf,FALSE,FALSE,FALSE,FALSE
