TaxId	Phylum	Class	Order	Family	Genus	Species	Accession_assembly	Quast_ContigN50	Quast_ContigN75	Sequence_technology	Assembly_level	Assembly_size	Date_submission_ncbi	BioProject	BioSample	Reads_assembly	Reads_available	BUSCO_Single	BUSCO_Duplicate	BUSCO_Complete	BUSCO_Fragmented	BUSCO_Missing	Experiment	Cvalue	Method	Date_method	Notes_cvalue_method	Expected_Cvalue	Genome_size_bp
7632	Echinodermata	Echinoidea	Cidaroida	Cidaridae	Eucidaris	Eucidaris tribuloides	GCA_001188425.1	7154	2930	454; Illumina; PacBio RSII	Contig	2187261492	2015/04/14	PRJNA63057	SAMN00717266	LR-SR	Yes	64.7	23.9	88.6	9	2.4						NA	NA
340076	Chordata	Mammalia	Cingulata	Chlamyphoridae	Chaetophractus	Chaetophractus vellerosus	GCA_004027955.1	3927	1533	Illumina HiSeq	Scaffold	5335596729	2019/01/16	PRJNA399381	SAMN07678071	SR	Yes	41.6	10.4	52	34.3	13.7						NA	NA
183749	Chordata	Mammalia	Cingulata	Chlamyphoridae	Tolypeutes	Tolypeutes matacus	GCA_004025125.1	12284	5005	Illumina HiSeq	Scaffold	4115028163	2019/01/15	PRJNA399423	SAMN07678115	SR	Yes	59.3	16.1	75.4	19.6	5						NA	NA
9361	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus	Dasypus novemcinctus	GCA_000208655.2	26283	13277	Sanger	Scaffold	3631522711	2012/01/06	PRJNA12594	SAMN02953623	Sanger		86.3	11.4	97.7	1.2	1.1						NA	NA
278164	Chordata	Actinopteri	Clupeiformes	Clupeidae	Alosa	Alosa alosa	GCA_017589495.1	1188980	595222	Oxford Nanopore MinION; Oxford Nanopore GridION; Oxford Nanopore PromethION; Illumina HiSeq	Chromosome	854597291	2021/03/30	PRJNA668689	SAMN16418510	LR-SR	LR-SR	91.9	3.4	95.3	1.3	3.4						1040171506.31597	1040171506.31597
34773	Chordata	Actinopteri	Clupeiformes	Clupeidae	Alosa	Alosa sapidissima	GCA_018492685.1	1565278	687798	PacBio Sequel II HiFi; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C	Chromosome	903581644	2021/05/25	PRJNA728145	SAMN18857608	LR-SR		96.1	3.5	99.6	0.2	0.2						1099458590.50996	1099458590.50996
7950	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea harengus	GCA_900700415.2	1006413	358307		Chromosome	786325606	2019/04/16	PRJEB31270	SAMEA5339254			94	4.4	98.4	1.2	0.4						957540443.767073	957540443.767073
55124	Chordata	Actinopteri	Clupeiformes	Clupeidae	Limnothrissa	Limnothrissa miodon	GCA_017657215.1	31141	15491	10X Genomics Chromium; Illumina HiSeq	Scaffold	580924283	2021/04/02	PRJNA639150	SAMN18379308	SR		78.4	5.9	84.3	3.8	11.9						NA	NA
27697	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardina	Sardina pilchardus	GCA_003604335.1	10881	6427	Illumina HiSeq	Scaffold	641491539	2018/10/01	PRJNA481265	SAMN09664902	SR	Yes	77.1	2.7	79.8	13.4	6.8						NA	NA
373995	Chordata	Actinopteri	Clupeiformes	Clupeidae	Tenualosa	Tenualosa ilisha	GCA_015244755.2	2010718	209766	PacBio; Illumina	Contig	762512129	2020/11/05	PRJNA422030	SAMN08162886	LR-SR		81	18.4	99.4	0.3	0.3						928718349.988463	928718349.988463
299321	Chordata	Actinopteri	Clupeiformes	Denticipitidae	Denticeps	Denticeps clupeoides	GCA_900700375.2	3059612	1284155		Chromosome	567417970	2020/07/31	PRJEB31545	SAMEA104129917		LR-SR	90.8	8.5	99.3	0.2	0.5						692590625.072145	692590625.072145
365059	Chordata	Actinopteri	Clupeiformes	Engraulidae	Coilia	Coilia nasus	GCA_007927625.1	1716434	920885	Illumina HiSeq; PacBio	Chromosome	812159898	2019/08/16	PRJNA421870	SAMN08159314	LR-SR	SR	87.9	3.1	91	2.1	6.9						988808384.468383	988808384.468383
7897	Chordata	NA	Coelacanthiformes	Coelacanthidae	Latimeria	Latimeria chalumnae	GCA_000225785.1	12671	6747	Illumina HiSeq	Scaffold	2860591921	2011/09/12	PRJNA56111	SAMN00138723	SR	Yes	92.3	1.7	94	4.6	1.4						NA	NA
224129	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus planipennis	GCA_000699045.2	28333	13252	Illumina		353056831	1/3/2018	PRJNA230921	SAMN02439909	SR	Yes	92.8	4.8	97.6	1	1.4						NA	NA
235516	Arthropoda	Insecta	Coleoptera	Carabidae	Pogonus	Pogonus chalceus	GCA_002278615.1	5638	2217	Illumina HiSeq		280876046	9/15/2017	PRJNA381601	SAMN06826929	SR		92.2	1.4	93.6	3.5	2.9						NA	NA
217634	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anoplophora	Anoplophora glabripennis	GCA_000390285.2	80490	36413	Illumina HiSeq		706952781	12/12/2017	PRJNA167479	SAMN02222868	SR	SR	96.6	1.9	98.5	0.7	0.8	SRR941723					861473371.931104	861473371.931104
7539	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Leptinotarsa	Leptinotarsa decemlineata	GCA_000500325.2	46817	22022	Illumina HiSeq		641992784	10/31/2017	PRJNA171749	SAMN02376991	SR		89.9	2.7	92.6	5.6	1.8						NA	NA
50390	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Diabrotica	Diabrotica virgifera virgifera	GCA_003013835.2	6254	3113	Illumina HiSeq		2418073815	10/15/2018	PRJNA432972	SAMN08631342	SR	Yes	91.3	1.8	93.1	5	1.9						NA	NA
38162	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Ophraella	Ophraella communa	GCA_902651945.1	195463	75998	N/A		774411302	6/5/2020	PRJEB35242	SAMEA6158348		LR	84.7	11.9	96.6	0.8	2.6		586800000	FD	1993	one measure	943120240.148976	586800000
64391	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Callosobruchus	Callosobruchus maculatus	GCA_900659725.1	212245	76208	N/A		1007816681	11/8/2019	PRJEB30475	SAMEA5215503		LR	84	5.5	89.5	3.2	7.3		1212720000	FCM	2015	one measure	1225617068.39334	1212720000
41139	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	Coccinella septempunctata	GCA_003568925.1	21327	7480	10x Genomics Chromium; Illumina Hiseq X Ten		514957465	8/24/2018	PRJDB7050	SAMD00119387	SR	Yes	88.6	7.5	96.1	2.6	1.3						NA	NA
158624	Arthropoda	Insecta	Coleoptera	Coccinellidae	Propylea	Propylea japonica	GCA_013421045.1	813984	110207	PacBio Sequel		851227647	7/16/2020	PRJNA498898	SAMN10336832	LR	LR-SR	66.8	28.3	95.1	0.4	4.5	SRR12131450					1036093135.25875	1036093135.25875
115357	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	Harmonia axyridis	GCA_011033045.1	1254346	444434	PacBio RSII; Illumina HiSeq		417140630	2/27/2020	PRJNA579455	SAMN13111588	LR-SR	LR-SR	90	3.6	93.6	1	5.4	SRR13482199	459660000	FCM	2015	most recent	510705905.495912	459660000
559131	Arthropoda	Insecta	Coleoptera	Coccinellidae	Cryptolaemus	Cryptolaemus montrouzieri	GCA_013387265.1	10375940	4582382	Oxford Nanopore; Illumina NovaSeq		988106770	7/2/2020	PRJNA626074	SAMN14615318	LR-SR	LR	98.2	1	99.2	0.1	0.7		782400000	FIA	2003	one measure	1201761631.27216	782400000
77166	Arthropoda	Insecta	Coleoptera	Curculionidae	Dendroctonus	Dendroctonus ponderosae	GCA_000346045.2	10279	4864	Illumina HiSeq		261333785	9/23/2013	PRJNA179493	SAMN01121786	SR	Yes	89.9	7.7	97.6	1.4	1						NA	NA
57062	Arthropoda	Insecta	Coleoptera	Curculionidae	Hypothenemus	Hypothenemus hampei	GCA_013372445.1	36399	10291	454; Illumina HiSeq		162571498	6/24/2020	PRJNA626647	SAMN14646680	SR		92.2	3.9	96.1	1.6	2.3						NA	NA
292309	Arthropoda	Insecta	Coleoptera	Curculionidae	Listronotus	Listronotus bonariensis	GCA_014170235.1	120328	69392	Oxford Nanopore MinION; Illumina HiSeq		1112438712	8/12/2020	PRJNA640511	SAMN15324643	LR-SR	LR	83.2	10.8	94	4.5	1.5						1352243935.55728	1352243935.55728
2663966	Arthropoda	Insecta	Coleoptera	Curculionidae	Elaeidobius	Elaeidobius kamerunicus	GCA_014849505.1	1094	739	Illumina		269635327	10/5/2020	PRJNA637822	SAMN15158884	SR	Yes	62.7	0.9	63.6	29.4	7						NA	NA
354439	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	Rhynchophorus ferrugineus	GCA_014462685.1	37960	16017	Illumina NextSeq		589385395	9/1/2020	PRJNA599933	SAMN13762421	SR	Yes	95.4	3.5	98.9	0.6	0.5						NA	NA
7048	Arthropoda	Insecta	Coleoptera	Curculionidae	Sitophilus	Sitophilus oryzae	GCA_002938485.2	1039787	444090	Illumina HiSeq; Oxford Nanopore MinION; PacBio RS		770550206	9/9/2019	PRJNA431034	SAMN08382431	LR-SR	LR-SR	96	3.4	99.4	0.3	0.3	SRR6649881					938447051.475176	938447051.475176
1132045	Arthropoda	Insecta	Coleoptera	Elateridae	Limonius	Limonius californicus	GCA_014611495.1	19471	9554	Illumina HiSeq; PacBio RSII; Illumina MiSeq		1072670101	9/16/2020	PRJNA595620	SAMN13702270	LR-SR	Yes	79.7	8.2	87.9	9.2	2.9						NA	NA
2038154	Arthropoda	Insecta	Coleoptera	Elateridae	Ignelater	Ignelater luminosus	GCA_011009095.1	31114	6552	Illumina		842898625	2/25/2020	PRJNA418169	SAMN08125155	SR	Yes	94.2	2.2	96.4	2	1.6						NA	NA
374458	Arthropoda	Insecta	Coleoptera	Elateridae	Alaus	Alaus oculatus	GCA_009852465.1	1213247	1881	Illumina		188381324	1/10/2020	PRJNA578932	SAMN13087576	SR	Yes	9.7	6.4	16.1	15.6	68.3						233832344.7697	233832344.7697
2069292	Arthropoda	Insecta	Coleoptera	Lampyridae	Abscondita	Abscondita terminalis	GCA_013368085.1	1220005	463353	PacBio RSII		499652588	6/23/2020	PRJNA556938	SAMN12385057	LR		94.1	4.3	98.4	0.4	1.2						610572354.705859	610572354.705859
370605	Arthropoda	Insecta	Coleoptera	Lampyridae	Lamprigera	Lamprigera yunnana	GCA_013368075.1	3509824	1608520	PacBio RSII		1052929944	6/23/2020	PRJNA556754	SAMN12368425	LR		96.1	2.5	98.6	0.6	0.8						1280218867.90565	1280218867.90565
7054	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis	GCA_008802855.1	170308	81803	PacBio RSII; Illumina HiSeq		471511253	10/2/2019	PRJNA378805	SAMN08132578	LR-SR	LR	89	10.4	99.4	0.1	0.5						576512137.610083	576512137.610083
1270216	Arthropoda	Insecta	Coleoptera	Meloidae	Hycleus	Hycleus cichorii	GCA_013841215.1	89992	22757	Illumina HiSeq		99165299	7/28/2020	PRJNA390850	SAMN07251593	SR	SR	98.5	0.4	98.9	0.5	0.6	SRR5710158					125851782.371994	125851782.371994
1248972	Arthropoda	Insecta	Coleoptera	Meloidae	Hycleus	Hycleus phaleratus	GCA_013841185.1	78336	23602	Illumina HiSeq		90869815	7/28/2020	PRJNA390850	SAMN07251594	SR	SR	98.1	0.4	98.5	0.8	0.7	SRR5710157					115811534.247499	115811534.247499
116153	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida	GCA_001937115.1	298879	113581	Illumina HiSeq; PacBio		234344249	1/5/2017	PRJNA256171	SAMN06036204	LR-SR	LR-SR	87.4	10.1	97.5	1.7	0.8	SRR5075724					289462513.127274	289462513.127274
7064	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Popillia	Popillia japonica	GCA_004785975.1	13665	5562	Illumina HiSeq		531530429	3/29/2019	PRJNA514809	SAMN10734816	SR	Yes	83.3	4.1	87.4	8.6	4						NA	NA
166361	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Onthophagus	Onthophagus taurus	GCA_000648695.2	101202	38647	Illumina		267079363	10/31/2017	PRJNA167478	SAMN02628949	SR		96.6	2.8	99.4	0.3	0.3						329082704.901936	329082704.901936
1897488	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Chrysina	Chrysina resplendens	GCA_010091895.1	22137	4328	Illumina		611439635	1/29/2020	PRJNA341359	SAMN06220490	SR	Yes	83.3	0.8	84.1	12.7	3.2						NA	NA
2654888	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Marronus	Marronus borbonicus	GCA_902655005.2	96051	41095	N/A	Scaffold	441465824	1/21/2020	PRJEB34604	SAMEA6168362		SR	93.1	3.1	96.2	2.5	1.3	ERR3685138					540147344.167421	540147344.167421
1629725	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Oryctes	Oryctes borbonicus	GCA_902654985.2	150028	59294	N/A	Scaffold	428246057	1/21/2020	PRJEB34604	SAMEA6168363		SR	93.4	2.8	96.2	1.9	1.9	ERR3685132					524147103.454762	524147103.454762
273928	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Trypoxylus	Trypoxylus dichotomus	GCA_014905495.1	7929129	2611502	PacBio Sequel II		739405423	10/7/2020	PRJDB10500	SAMD00244835	LR	LR	97.2	1.3	98.5	0.8	0.7						900751680.222147	900751680.222147
348688	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Protaetia	Protaetia brevitarsis	GCA_004143645.1	318221	105788	PacBio RSII; Illumina HiSeq		1143903595	2/7/2019	PRJNA477715	SAMN09478267	LR-SR	LR-SR	54	44.4	98.4	0.7	0.9	SRR7421508					1390326732.47766	1390326732.47766
110193	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	Nicrophorus vespilloides	GCA_001412225.1	67958	28104	Illumina HiSeq; PacBio		195273382	10/23/2015	PRJNA284849	SAMN03733533	LR-SR	SR	96.9	2	98.9	0.5	0.6	SRR2062947					242173988.537371	242173988.537371
41112	Arthropoda	Insecta	Coleoptera	Silvanidae	Oryzaephilus	Oryzaephilus surinamensis	GCA_004796505.1	19469	7322	Illumina MiSeq		104008747	4/16/2019	PRJNA356192	SAMN06433610	SR	Yes	98.3	0.6	98.9	0.5	0.6						NA	NA
135921	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleochara	Aleochara bilineata	GCA_003054995.1	14138	6254	Illumina HiSeq		85899700	4/17/2018	PRJNA378164	SAMN06611084	SR		94.7	0.7	95.4	3.2	1.4						NA	NA
1962788	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aenictocupidus	Aenictocupidus jacobsonorum	GCA_010014765.1	7251	2161	Illumina		178224308	1/30/2020	PRJNA397425	SAMN07457118	SR	Yes	88.4	1.4	89.8	7.8	2.4						NA	NA
1535445	Arthropoda	Insecta	Coleoptera	Staphylinidae	Adranes	Adranes taylori	GCA_009867245.1	28868	6217	Illumina		887888497	1/14/2020	PRJNA397423	SAMN07456602	SR	Yes	78.1	1	79.1	16.2	4.7						NA	NA
7067	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Tenebrio	Tenebrio molitor	GCA_014282415.2	23317	8117	10X Genomics linked reads	Scaffold	294411165	5/14/2021	PRJNA579236	SAMN13295117	SR	Yes	88.7	5.3	94	3.7	2.3						NA	NA
1661398	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Asbolus	Asbolus verrucosus	GCA_004193795.1	5273	2208	Illumina HiSeq		249608069	2/13/2019	PRJNA354432	SAMN06045821	SR	Yes	93.5	2	95.5	3.5	1						NA	NA
7070	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Tribolium	Tribolium castaneum	GCA_000002335.3	84135	35289	Sanger; Illumina LDJ		165928604	3/10/2016	PRJNA12540	SAMN02953634	SR		98.6	0.6	99.2	0.5	0.3		205380000	FCM	2013	most recent	206657211.905865	205380000
57412	Chordata	Aves	Coliiformes	Coliidae	Colius	Colius striatus	GCA_000690715.1	25971	13400	Illumina HiSeq	Scaffold	1075931597	2014/05/13	PRJNA212892	SAMN02324230	SR	Yes	72.5	0.1	72.6	14.8	12.6						NA	NA
458196	Chordata	Aves	Coliiformes	Coliidae	Urocolius	Urocolius indicus	GCA_013401255.1	94996	45206	Illumina HiSeq	Scaffold	1109599764	2020/07/10	PRJNA545868	SAMN12253966	SR	SR	87.7	0.3	88	7.1	4.9		1496340000	FIA	2014	one measure	1348807880.18878	1496340000
2584527	Arthropoda	Collembola	Collembola	Arrhopalitidae	Pygmarrhopalites	Pygmarrhopalites habei	GCA_009870185.1	19872	5559	Illumina HiSeq		211516385	1/14/2020	PRJNA542559	SAMN11872796	SR	Yes	77.3	1.3	78.6	10	11.4						NA	NA
332384	Arthropoda	Collembola	Collembola	Bourletiellidae	Pseudobourletiella	Pseudobourletiella spinata	GCA_009870155.1	9981	4351	Illumina HiSeq		208313765	1/14/2020	PRJNA542559	SAMN11653521	SR	Yes	87.4	1	88.4	5.6	6						NA	NA
187695	Arthropoda	Collembola	Collembola	Entomobryidae	Sinella	Sinella curviseta	GCA_004115045.3	821727	276168	Illumina NovaSeq; PacBio Sequel	Chromosome	364329999	8/6/2020	PRJNA494047	SAMN10147912	LR-SR	LR-SR	88.9	4	92.9	1.7	5.4	SRR7948081					446787773.793029	446787773.793029
1519100	Arthropoda	Collembola	Collembola	Hypogastruridae	Ceratophysella	Ceratophysella communis	GCA_009869905.1	7151	3703	Illumina HiSeq		162375375	1/14/2020	PRJNA542559	SAMN11866224	SR	Yes	79.9	2	81.9	9.7	8.4						NA	NA
158441	Arthropoda	Collembola	Collembola	Isotomidae	Folsomia	Folsomia candida	GCA_002217175.1	4885648	2033551	PacBio		221702752	7/12/2017	PRJNA299291	SAMN04196550	LR	LR-SR	91.4	2.5	93.9	1.3	4.8	SRR2743547					274162168.199231	274162168.199231
1983282	Arthropoda	Collembola	Collembola	Neanuridae	Holacanthella	Holacanthella duospinosa	GCA_002738285.1	84973	27365	Illumina HiSeq		327566771	10/31/2017	PRJNA384703	SAMN06844181	SR	SR	77.3	12.8	90.1	3.9	6	SRR5626540					402292246.952475	402292246.952475
187685	Arthropoda	Collembola	Collembola	Neanuridae	Pseudachorutes	Pseudachorutes palmiensis	GCA_009869845.1	35249	15508	Illumina HiSeq		77080803	1/14/2020	PRJNA542559	SAMN11866858	SR	Yes	86.5	1.4	87.9	4.6	7.5						NA	NA
2583951	Arthropoda	Collembola	Collembola	Neelidae	Neelides	Neelides sp. FZ-2019	GCA_009869795.1	80984	30472	Illumina HiSeq		97765094	1/14/2020	PRJNA542559	SAMN11867657	SR	SR	87.7	0.7	88.4	4.6	7	SRR9130415					124157076.478383	124157076.478383
2581075	Arthropoda	Collembola	Collembola	Oncopoduridae	Oncopodura	Oncopodura yosiiana	GCA_009869805.1	13246	6310	Illumina HiSeq		118350332	1/14/2020	PRJNA542559	SAMN11657397	SR	Yes	88.3	1.3	89.6	4.3	6.1						NA	NA
2583954	Arthropoda	Collembola	Collembola	Onychiuridae	Thalassaphorura	Thalassaphorura encarpata	GCA_009869925.1	11137	5656	Illumina HiSeq		130904934	1/14/2020	PRJNA542559	SAMN11869062	SR	Yes	78	1.6	79.6	8.4	12						NA	NA
48709	Arthropoda	Collembola	Collembola	Orchesellidae	Orchesella	Orchesella cincta	GCA_001718145.1	64904	23163	PacBio; Illumina HiSeq		286766519	9/2/2016	PRJNA294050	SAMN04014362	LR-SR	LR-SR	82.9	6.7	89.6	3.6	6.8	SRR2222657	224940000	FCM		one measure	352910601.032607	224940000
1387126	Arthropoda	Collembola	Collembola	Sminthuridae	Lipothrix	Lipothrix lubbocki	GCA_009872335.1	10263	4273	Illumina HiSeq		244673950	1/14/2020	PRJNA542559	SAMN11878159	SR	Yes	81.7	1.5	83.2	8.5	8.3						NA	NA
2584528	Arthropoda	Collembola	Collembola	Sminthurididae	Sminthurides	Sminthurides bifidus	GCA_009872375.1	10741	5791	Illumina HiSeq		130022519	1/14/2020	PRJNA542559	SAMN11890479	SR	Yes	83.5	0.8	84.3	7.7	8						NA	NA
187706	Arthropoda	Collembola	Collembola	Tomoceridae	Tomocerus	Tomocerus minor	GCA_009936455.1	19331	6197	Illumina		332593957	1/27/2020	PRJNA397916	SAMN07492107	SR	Yes	80.3	3.2	83.5	10.2	6.3						NA	NA
1765738	Arthropoda	Collembola	Collembola	Tomoceridae	Tomocerus	Tomocerus qinae	GCA_009869885.1	11437	5087	Illumina HiSeq		264859944	1/14/2020	PRJNA542559	SAMN11633509	SR	Yes	75.6	2.9	78.5	9.2	12.3						NA	NA
1840514	Arthropoda	Collembola	Collembola	Tullbergiidae	Mesaphorura	Mesaphorura yosii	GCA_009869945.1	163682	63772	Illumina HiSeq		97983859	1/14/2020	PRJNA542559	SAMN11935617	SR	SR	88.2	1.2	89.4	4.1	6.5	SRR9179256					124421853.660878	124421853.660878
262131	Chordata	Aves	Columbiformes	Columbidae	Alopecoenas	Alopecoenas beccarii	GCA_013399365.1	128484	62202	Illumina HiSeq	Scaffold	1115608669	2020/07/10	PRJNA545868	SAMN12253886	SR	SR	91.1	0	91.1	5.5	3.4						1356080620.05019	1356080620.05019
187106	Chordata	Aves	Columbiformes	Columbidae	Caloenas	Caloenas nicobarica	GCA_013398195.1	72365	37519	Illumina HiSeq	Scaffold	1025545389	2020/07/10	PRJNA545868	SAMN12253981	SR	SR	87.8	0.1	87.9	3	9.1		1506120000	FCM	2005	one measure	1247074602.06427	1506120000
985682	Chordata	Aves	Columbiformes	Columbidae	Columba	Columba janthina nitens	GCA_014362705.1	110071	46809	Illumina Novaseq6000	Scaffold	1083634036	2020/08/22	PRJDB10189	SAMD00237431	SR	SR	86.7	0.6	87.3	5.8	6.9						1317380858.9501	1317380858.9501
8932	Chordata	Aves	Columbiformes	Columbidae	Columba	Columba livia	GCA_000337935.2	26683	13882	Illumina	Scaffold	1108534737	2017/12/13	PRJNA167554	SAMN02981415	SR		87.2	0.2	87.4	4.7	7.9						NA	NA
115618	Chordata	Aves	Columbiformes	Columbidae	Columbina	Columbina picui	GCA_013397635.1	24994	11418	Illumina HiSeq	Scaffold	1097919941	2020/07/10	PRJNA545868	SAMN12253927	SR	Yes	79.5	0.2	79.7	9.5	10.8						NA	NA
372326	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	Patagioenas fasciata monilis	GCA_002029285.1	17953	8898	Illumina HiSeq	Scaffold	1089149042	2017/03/15	PRJNA308039	SAMN04386172	SR	Yes	91	0.1	91.1	4.2	4.7						NA	NA
177155	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	Streptopelia turtur	GCA_901699155.2	3790373	1661000		Chromosome	1178816852	2021/05/17	PRJEB32724	SAMEA994735		LR-SR	87.5	0.5	88	1.3	10.7		1202940000	FD	1986	one measure	1432583189.49864	1202940000
1529436	Echinodermata	Crinoidea	Comatulida	Comatulidae	Anneissia	Anneissia japonica	GCA_011630105.1	19084	6900	Illumina HiSeq	Scaffold	589628371	2020/03/23	PRJNA553656	SAMN12241982	SR		90.4	0.8	91.2	6.1	2.7						NA	NA
2507563	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	Fritillaria borealis	GCA_004368075.1	4259	1513	Illumina HiSeq	Scaffold	143085447	2019/03/25	PRJNA512626	SAMN10688927	SR		49.4	3.8	53.2	11.1	35.7						NA	NA
2005485	Chordata	Appendicularia	Copelata	Oikopleuridae	Bathochordaeus	Bathochordaeus stygius	GCA_004367955.1	1695	1000	Illumina HiSeq	Scaffold	396466979	2019/03/25	PRJNA513251	SAMN10699232	SR		13.5	2.8	16.3	32.9	50.8						NA	NA
2501294	Chordata	Appendicularia	Copelata	Oikopleuridae	Mesochordaeus	Mesochordaeus erythrocephalus	GCA_004367975.1	2216	1184	Illumina HiSeq	Scaffold	874018965	2019/03/25	PRJNA513252	SAMN10699233	SR		19.1	0.2	19.3	31.9	48.8						NA	NA
2500139	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura albicans	GCA_004367875.1	11028	3976	Illumina HiSeq; PacBio RSII	Scaffold	365958051	2019/03/25	PRJNA512633	SAMN10688971	LR-SR		49.5	3.5	53	14.5	32.5						NA	NA
34765	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura dioica	GCA_000209535.1	24932	10805		Scaffold	70471451	2010/12/02	PRJEA42427	SAMEA2272014			53.4	1.5	54.9	11.6	33.5						NA	NA
107032	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura longicauda	GCA_004367895.1	2440	1137	Illumina HiSeq	Contig	308740099	2019/03/25	PRJNA512629	SAMN10688934	SR		38.4	19.8	58.2	13.1	28.7						NA	NA
2056977	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura vanhoeffeni	GCA_004367855.1	20599	8179	Illumina HiSeq; PacBio RSII	Scaffold	643662591	2019/03/25	PRJNA512634	SAMN10688988	LR-SR		43.6	2	45.6	18	36.4						NA	NA
390723	Chordata	Aves	Coraciiformes	Alcedinidae	Ceyx	Ceyx cyanopectus	GCA_013401355.1	17248	3713	Illumina HiSeq	Scaffold	1119293467	2020/07/10	PRJNA545868	SAMN12253921	SR	Yes	69.5	0.5	70	19	11						NA	NA
342381	Chordata	Aves	Coraciiformes	Alcedinidae	Halcyon	Halcyon senegalensis	GCA_013397595.1	95631	48153	Illumina HiSeq	Scaffold	1137736700	2020/07/10	PRJNA545868	SAMN12253930	SR	SR	89.3	0.2	89.5	4.6	5.9						1382862773.05615	1382862773.05615
135165	Chordata	Aves	Coraciiformes	Brachypteraciidae	Brachypteracias	Brachypteracias leptosomus	GCA_013401335.1	40976	16523	Illumina HiSeq	Scaffold	1125912351	2020/07/10	PRJNA545868	SAMN12253914	SR	Yes	85.2	0.1	85.3	8.1	6.6						NA	NA
176938	Chordata	Aves	Coraciiformes	Cerylidae	Chloroceryle	Chloroceryle aenea	GCA_013399075.1	34993	15287	Illumina HiSeq	Scaffold	1062127307	2020/07/10	PRJNA545868	SAMN12253811	SR	Yes	80.4	0.2	80.6	8	11.4						NA	NA
325343	Chordata	Aves	Coraciiformes	Coraciidae	Eurystomus	Eurystomus gularis	GCA_013400335.1	58159	26467	Illumina HiSeq	Scaffold	1130134188	2020/07/10	PRJNA545868	SAMN12253862	SR	SR	84.5	0.1	84.6	7.8	7.6						1373661247.64191	1373661247.64191
188344	Chordata	Aves	Coraciiformes	Leptosomidae	Leptosomus	Leptosomus discolor	GCA_000691785.1	24823	13216	Illumina HiSeq	Scaffold	1136244952	2014/05/23	PRJNA212897	SAMN02333687	SR	Yes	74.5	0.1	74.6	12.5	12.9						NA	NA
57421	Chordata	Aves	Coraciiformes	Meropidae	Merops	Merops nubicus	GCA_000691845.1	24749	12747	Illumina HiSeq	Scaffold	1062961556	2014/05/16	PRJNA212898	SAMN02338310	SR	Yes	70.6	0.2	70.8	13.9	15.3						NA	NA
176943	Chordata	Aves	Coraciiformes	Momotidae	Baryphthengus	Baryphthengus martii	GCA_013396935.1	70544	32689	Illumina HiSeq	Scaffold	1100876976	2020/07/10	PRJNA545868	SAMN12253779	SR	SR	84.3	0.5	84.8	8.5	6.7		1467000000	FIA	2014	one measure	1338250454.50302	1467000000
135184	Chordata	Aves	Coraciiformes	Todidae	Todus	Todus mexicanus	GCA_013389965.1	9454	3970	Illumina HiSeq	Scaffold	853262227	2020/07/06	PRJNA545868	SAMN12253871	SR	Yes	52.2	0.3	52.5	29.2	18.3						NA	NA
6396	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eisenia	Eisenia fetida	GCA_003999395.1	921	638	Illumina	Scaffold	1471976452	2019/01/04	PRJNA398180	SAMN07503200	SR	Yes	6.5	0.1	6.6	34.4	59						NA	NA
