species	protein	reader_type	exon_num	start_aa	end_aa	length_aa	length_nt	total_aa	n_exons
Ceratopteris_richardii	KAH7428807.1	Tudor	3	116	148	33	100	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	4	149	175	27	80	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	5	176	221	46	138	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	6	222	319	98	296	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	7	320	374	55	163	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	8	375	408	34	102	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	9	409	475	67	203	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	10	476	535	60	179	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	11	536	566	31	92	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	12	567	609	43	130	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	13	610	796	187	560	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	14	797	860	64	192	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	15	861	888	28	84	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	16	889	911	23	69	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	17	912	936	25	75	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	18	937	954	18	54	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	19	955	988	34	103	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	20	989	1014	26	79	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	21	1015	1366	352	1054	1366	21
Chara_braunii	GBG86212.1	Tudor	1	1	28	28	84	1383	17
Chara_braunii	GBG86212.1	Tudor	2	29	74	46	138	1383	17
Chara_braunii	GBG86212.1	Tudor	3	75	186	112	338	1383	17
Chara_braunii	GBG86212.1	Tudor	4	187	241	55	163	1383	17
Chara_braunii	GBG86212.1	Tudor	5	242	275	34	102	1383	17
Chara_braunii	GBG86212.1	Tudor	6	276	343	68	206	1383	17
Chara_braunii	GBG86212.1	Tudor	7	344	406	63	188	1383	17
Chara_braunii	GBG86212.1	Tudor	8	407	437	31	92	1383	17
Chara_braunii	GBG86212.1	Tudor	9	438	480	43	130	1383	17
Chara_braunii	GBG86212.1	Tudor	10	481	717	237	710	1383	17
Chara_braunii	GBG86212.1	Tudor	11	718	745	28	84	1383	17
Chara_braunii	GBG86212.1	Tudor	12	746	768	23	69	1383	17
Chara_braunii	GBG86212.1	Tudor	13	769	793	25	75	1383	17
Chara_braunii	GBG86212.1	Tudor	14	794	811	18	54	1383	17
Chara_braunii	GBG86212.1	Tudor	15	812	845	34	103	1383	17
Chara_braunii	GBG86212.1	Tudor	16	846	870	25	76	1383	17
Chara_braunii	GBG86212.1	Tudor	17	871	1383	513	1537	1383	17
Chlamydomonas_reinhardtii	PNW83581.1	none	1	1	96	96	290	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	2	97	138	42	124	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	3	139	192	54	163	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	4	193	244	52	155	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	5	245	294	50	150	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	6	295	331	37	113	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	7	332	391	60	180	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	8	392	437	46	136	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	9	438	464	27	81	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	10	465	581	117	351	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	11	582	624	43	129	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	12	625	649	25	75	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	13	650	692	43	131	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	14	693	727	35	103	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	15	728	748	21	63	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	16	749	799	51	153	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	17	800	833	34	103	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	18	834	893	60	181	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	19	894	1060	167	501	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	20	1061	1223	163	489	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	21	1224	1264	41	121	1264	21
Chlorella_vulgaris	KAI3430702.1	Tudor	1	1	140	140	422	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	2	141	191	51	152	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	3	192	239	48	143	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	4	240	260	21	65	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	5	261	411	151	451	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	6	412	439	28	84	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	7	440	464	25	75	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	8	465	495	31	93	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	9	496	513	18	56	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	10	514	534	21	61	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	11	535	573	39	119	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	12	574	643	70	208	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	13	644	695	52	156	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	14	696	754	59	177	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	15	755	802	48	144	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	16	803	844	42	128	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	17	845	886	42	124	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	18	887	939	53	159	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	19	940	980	41	123	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	20	981	1004	24	73	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	21	1005	1313	309	928	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	22	1314	1411	98	292	1439	23
Chlorella_vulgaris	KAI3430702.1	Tudor	23	1412	1439	28	84	1439	23
Chondrus_crispus	CDF39965.1	none	1	1	91	91	274	954	5
Chondrus_crispus	CDF39965.1	none	2	92	486	395	1185	954	5
Chondrus_crispus	CDF39965.1	none	3	487	593	107	321	954	5
Chondrus_crispus	CDF39965.1	none	4	594	741	148	445	954	5
Chondrus_crispus	CDF39965.1	none	5	742	954	213	637	954	5
Citrus_sinensis	XP_006492326.2	Tudor	1	1	264	264	793	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	2	265	296	32	97	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	3	297	331	35	103	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	4	332	349	18	54	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	5	350	374	25	75	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	6	375	397	23	69	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	7	398	425	28	84	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	8	426	490	65	195	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	9	491	669	179	539	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	10	670	713	44	130	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	11	714	743	30	92	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	12	744	803	60	179	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	13	804	871	68	203	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	14	872	905	34	102	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	15	906	959	54	163	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	16	960	1055	96	287	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	17	1056	1101	46	138	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	18	1102	1127	26	80	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	19	1128	1161	34	100	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	20	1162	1204	43	130	1289	21
Citrus_sinensis	XP_006492326.2	Tudor	21	1205	1289	85	254	1289	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	1	1	76	76	228	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	2	77	135	59	177	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	3	136	206	71	214	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	4	207	270	64	193	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	5	271	311	41	121	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	6	312	363	52	156	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	7	364	432	69	209	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	8	433	519	87	259	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	9	520	586	67	201	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	10	587	635	49	147	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	11	636	656	21	64	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	12	657	707	51	152	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	13	708	768	61	183	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	14	769	808	40	120	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	15	809	858	50	150	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	16	859	913	55	165	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	17	914	958	45	136	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	18	959	1007	49	146	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	19	1008	1061	54	164	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	20	1062	1100	39	115	1205	21
Coccomyxa_subellipsoidea_C-169	XP_005644720.1	Tudor	21	1101	1205	105	315	1205	21
Coffea_arabica	XP_027118401.1	Tudor	1	1	280	280	841	1301	21
Coffea_arabica	XP_027118401.1	Tudor	2	281	311	31	94	1301	21
Coffea_arabica	XP_027118401.1	Tudor	3	312	346	35	103	1301	21
Coffea_arabica	XP_027118401.1	Tudor	4	347	364	18	54	1301	21
Coffea_arabica	XP_027118401.1	Tudor	5	365	389	25	75	1301	21
Coffea_arabica	XP_027118401.1	Tudor	6	390	412	23	69	1301	21
Coffea_arabica	XP_027118401.1	Tudor	7	413	440	28	84	1301	21
Coffea_arabica	XP_027118401.1	Tudor	8	441	505	65	195	1301	21
Coffea_arabica	XP_027118401.1	Tudor	9	506	687	182	548	1301	21
Coffea_arabica	XP_027118401.1	Tudor	10	688	731	44	130	1301	21
Coffea_arabica	XP_027118401.1	Tudor	11	732	761	30	92	1301	21
Coffea_arabica	XP_027118401.1	Tudor	12	762	821	60	179	1301	21
Coffea_arabica	XP_027118401.1	Tudor	13	822	889	68	203	1301	21
Coffea_arabica	XP_027118401.1	Tudor	14	890	923	34	102	1301	21
Coffea_arabica	XP_027118401.1	Tudor	15	924	977	54	163	1301	21
Coffea_arabica	XP_027118401.1	Tudor	16	978	1074	97	290	1301	21
Coffea_arabica	XP_027118401.1	Tudor	17	1075	1120	46	138	1301	21
Coffea_arabica	XP_027118401.1	Tudor	18	1121	1146	26	80	1301	21
Coffea_arabica	XP_027118401.1	Tudor	19	1147	1180	34	100	1301	21
Coffea_arabica	XP_027118401.1	Tudor	20	1181	1223	43	130	1301	21
Coffea_arabica	XP_027118401.1	Tudor	21	1224	1301	78	233	1301	21
Crassostrea_angulata	XP_052719523.1	PWWP	1	1	63	63	190	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	2	64	119	56	169	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	3	120	185	66	197	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	4	186	205	20	59	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	5	206	230	25	76	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	6	231	270	40	119	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	7	271	343	73	219	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	8	344	370	27	83	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	9	371	400	30	88	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	10	401	420	20	60	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	11	421	445	25	75	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	12	446	490	45	136	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	13	491	538	48	143	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	14	539	561	23	69	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	15	562	585	24	72	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	16	586	653	68	205	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	17	654	676	23	70	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	18	677	719	43	127	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	19	720	753	34	103	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	20	754	807	54	163	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	21	808	834	27	81	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	22	835	866	32	96	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	23	867	897	31	91	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	24	898	915	18	55	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	25	916	949	34	101	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	26	950	1025	76	230	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	27	1026	1070	45	133	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	28	1071	1103	33	99	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	29	1104	1175	72	217	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	30	1176	1205	30	90	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	31	1206	1257	52	155	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	32	1258	1300	43	129	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	33	1301	1322	22	68	1346	34
Crassostrea_angulata	XP_052719523.1	PWWP	34	1323	1346	24	70	1346	34
Cryptococcus_neoformans	UOH83939.1	none	1	1	7	7	23	1206	15
Cryptococcus_neoformans	UOH83939.1	none	2	8	132	125	373	1206	15
Cryptococcus_neoformans	UOH83939.1	none	3	133	187	55	166	1206	15
Cryptococcus_neoformans	UOH83939.1	none	4	188	356	169	506	1206	15
Cryptococcus_neoformans	UOH83939.1	none	5	357	437	81	243	1206	15
Cryptococcus_neoformans	UOH83939.1	none	6	438	491	54	162	1206	15
Cryptococcus_neoformans	UOH83939.1	none	7	492	606	115	345	1206	15
Cryptococcus_neoformans	UOH83939.1	none	8	607	680	74	222	1206	15
Cryptococcus_neoformans	UOH83939.1	none	9	681	751	71	214	1206	15
Cryptococcus_neoformans	UOH83939.1	none	10	752	792	41	124	1206	15
Cryptococcus_neoformans	UOH83939.1	none	11	793	831	39	115	1206	15
Cryptococcus_neoformans	UOH83939.1	none	12	832	999	168	505	1206	15
Cryptococcus_neoformans	UOH83939.1	none	13	1000	1031	32	96	1206	15
Cryptococcus_neoformans	UOH83939.1	none	14	1032	1113	82	246	1206	15
Cryptococcus_neoformans	UOH83939.1	none	15	1114	1206	93	278	1206	15
Cyanidioschyzon_merolae	XP_005537539.1	none	1	1	1070	1070	3210	1070	1
Danio_rerio	NP_878280.1	PWWP	1	1	78	78	236	1370	10
Danio_rerio	NP_878280.1	PWWP	2	79	147	69	206	1370	10
Danio_rerio	NP_878280.1	PWWP	3	148	206	59	176	1370	10
Danio_rerio	NP_878280.1	PWWP	4	207	1058	852	2557	1370	10
Danio_rerio	NP_878280.1	PWWP	5	1059	1155	97	290	1370	10
Danio_rerio	NP_878280.1	PWWP	6	1156	1194	39	118	1370	10
Danio_rerio	NP_878280.1	PWWP	7	1195	1224	30	90	1370	10
Danio_rerio	NP_878280.1	PWWP	8	1225	1276	52	155	1370	10
Danio_rerio	NP_878280.1	PWWP	9	1277	1342	66	200	1370	10
Danio_rerio	NP_878280.1	PWWP	10	1343	1370	28	82	1370	10
Daphnia_magna	XP_046461715.1	PWWP	1	1	376	376	1128	1311	4
Daphnia_magna	XP_046461715.1	PWWP	2	377	499	123	369	1311	4
Daphnia_magna	XP_046461715.1	PWWP	3	500	689	190	570	1311	4
Daphnia_magna	XP_046461715.1	PWWP	4	690	1311	622	1866	1311	4
Daphnia_pulex	XP_046461715.1	PWWP	1	1	376	376	1128	1311	4
Daphnia_pulex	XP_046461715.1	PWWP	2	377	499	123	369	1311	4
Daphnia_pulex	XP_046461715.1	PWWP	3	500	689	190	570	1311	4
Daphnia_pulex	XP_046461715.1	PWWP	4	690	1311	622	1866	1311	4
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	1	1	77	77	233	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	2	78	121	44	130	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	3	122	154	33	100	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	4	155	181	27	80	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	5	182	227	46	138	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	6	228	330	103	311	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	7	331	385	55	163	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	8	386	419	34	102	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	9	420	487	68	206	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	10	488	547	60	179	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	11	548	578	31	92	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	12	579	621	43	130	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	13	622	851	230	689	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	14	852	917	66	198	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	15	918	945	28	84	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	16	946	968	23	69	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	17	969	993	25	75	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	18	994	1011	18	54	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	19	1012	1045	34	103	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	20	1046	1077	32	97	1473	21
Diphasiastrum_complanatum	KAJ7532274.1	Tudor	21	1078	1473	396	1186	1473	21
Drosophila_melanogaster	NP_648755.1	none	1	1	334	334	1002	1191	5
Drosophila_melanogaster	NP_648755.1	none	2	335	444	110	330	1191	5
Drosophila_melanogaster	NP_648755.1	none	3	445	980	536	1608	1191	5
Drosophila_melanogaster	NP_648755.1	none	4	981	1142	162	486	1191	5
Drosophila_melanogaster	NP_648755.1	none	5	1143	1191	49	147	1191	5
Ectocarpus_siliculosus	CBJ25567.1	Tudor	1	1	68	68	204	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	2	69	115	47	141	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	3	116	160	45	137	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	4	161	221	61	181	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	5	222	345	124	372	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	6	346	387	42	126	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	7	388	450	63	189	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	8	451	533	83	249	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	9	534	602	69	208	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	10	603	814	212	635	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	11	815	886	72	216	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	12	887	949	63	189	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	13	950	1006	57	171	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	14	1007	1201	195	585	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	15	1202	1251	50	150	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	16	1252	1373	122	366	1373	16
Galdieria_sulphuraria	XP_005706585.1	none	1	1	46	46	140	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	2	47	162	116	347	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	3	163	223	61	182	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	4	224	291	68	204	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	5	292	345	54	164	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	6	346	372	27	81	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	7	373	457	85	255	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	8	458	535	78	234	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	9	536	614	79	236	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	10	615	662	48	143	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	11	663	696	34	102	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	12	697	718	22	66	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	13	719	780	62	187	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	14	781	825	45	134	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	15	826	901	76	228	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	16	902	961	60	180	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	17	962	994	33	101	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	18	995	1034	40	118	1034	18
Gallus_gallus	XP_015133604.2	PWWP	1	1	65	65	197	1342	10
Gallus_gallus	XP_015133604.2	PWWP	2	66	133	68	203	1342	10
Gallus_gallus	XP_015133604.2	PWWP	3	134	192	59	176	1342	10
Gallus_gallus	XP_015133604.2	PWWP	4	193	1038	846	2539	1342	10
Gallus_gallus	XP_015133604.2	PWWP	5	1039	1127	89	266	1342	10
Gallus_gallus	XP_015133604.2	PWWP	6	1128	1166	39	118	1342	10
Gallus_gallus	XP_015133604.2	PWWP	7	1167	1196	30	90	1342	10
Gallus_gallus	XP_015133604.2	PWWP	8	1197	1248	52	155	1342	10
Gallus_gallus	XP_015133604.2	PWWP	9	1249	1314	66	200	1342	10
Gallus_gallus	XP_015133604.2	PWWP	10	1315	1342	28	82	1342	10
Glycine_max	XP_006604739.2	Tudor	1	1	267	267	802	1274	21
Glycine_max	XP_006604739.2	Tudor	2	268	299	32	97	1274	21
Glycine_max	XP_006604739.2	Tudor	3	300	334	35	103	1274	21
Glycine_max	XP_006604739.2	Tudor	4	335	352	18	54	1274	21
Glycine_max	XP_006604739.2	Tudor	5	353	377	25	75	1274	21
Glycine_max	XP_006604739.2	Tudor	6	378	400	23	69	1274	21
Glycine_max	XP_006604739.2	Tudor	7	401	428	28	84	1274	21
Glycine_max	XP_006604739.2	Tudor	8	429	493	65	195	1274	21
Glycine_max	XP_006604739.2	Tudor	9	494	660	167	503	1274	21
Glycine_max	XP_006604739.2	Tudor	10	661	704	44	130	1274	21
Glycine_max	XP_006604739.2	Tudor	11	705	734	30	92	1274	21
Glycine_max	XP_006604739.2	Tudor	12	735	794	60	179	1274	21
Glycine_max	XP_006604739.2	Tudor	13	795	862	68	203	1274	21
Glycine_max	XP_006604739.2	Tudor	14	863	896	34	102	1274	21
Glycine_max	XP_006604739.2	Tudor	15	897	950	54	163	1274	21
Glycine_max	XP_006604739.2	Tudor	16	951	1047	97	290	1274	21
Glycine_max	XP_006604739.2	Tudor	17	1048	1093	46	138	1274	21
Glycine_max	XP_006604739.2	Tudor	18	1094	1119	26	80	1274	21
Glycine_max	XP_006604739.2	Tudor	19	1120	1153	34	100	1274	21
Glycine_max	XP_006604739.2	Tudor	20	1154	1196	43	130	1274	21
Glycine_max	XP_006604739.2	Tudor	21	1197	1274	78	233	1274	21
Helianthus_annuus	KAJ0589820.1	Tudor	1	1	251	251	754	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	2	252	283	32	97	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	3	284	318	35	103	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	4	319	336	18	54	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	5	337	361	25	75	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	6	362	384	23	69	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	7	385	412	28	84	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	8	413	475	63	189	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	9	476	641	166	500	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	10	642	685	44	130	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	11	686	715	30	92	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	12	716	775	60	179	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	13	776	843	68	203	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	14	844	877	34	102	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	15	878	931	54	163	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	16	932	1028	97	290	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	17	1029	1074	46	138	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	18	1075	1100	26	80	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	19	1101	1134	34	100	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	20	1135	1177	43	130	1252	21
Helianthus_annuus	KAJ0589820.1	Tudor	21	1178	1252	75	224	1252	21
Helobdella_robusta	ESO12543.1	PWWP	1	1	56	56	169	1413	35
Helobdella_robusta	ESO12543.1	PWWP	2	57	86	30	90	1413	35
Helobdella_robusta	ESO12543.1	PWWP	3	87	115	29	88	1413	35
Helobdella_robusta	ESO12543.1	PWWP	4	116	171	56	167	1413	35
Helobdella_robusta	ESO12543.1	PWWP	5	172	183	12	35	1413	35
Helobdella_robusta	ESO12543.1	PWWP	6	184	223	40	121	1413	35
Helobdella_robusta	ESO12543.1	PWWP	7	224	271	48	143	1413	35
Helobdella_robusta	ESO12543.1	PWWP	8	272	337	66	198	1413	35
Helobdella_robusta	ESO12543.1	PWWP	9	338	397	60	180	1413	35
Helobdella_robusta	ESO12543.1	PWWP	10	398	417	20	60	1413	35
Helobdella_robusta	ESO12543.1	PWWP	11	418	442	25	75	1413	35
Helobdella_robusta	ESO12543.1	PWWP	12	443	517	75	226	1413	35
Helobdella_robusta	ESO12543.1	PWWP	13	518	564	47	140	1413	35
Helobdella_robusta	ESO12543.1	PWWP	14	565	585	21	63	1413	35
Helobdella_robusta	ESO12543.1	PWWP	15	586	609	24	72	1413	35
Helobdella_robusta	ESO12543.1	PWWP	16	610	691	82	247	1413	35
Helobdella_robusta	ESO12543.1	PWWP	17	692	786	95	284	1413	35
