uniprot	embl	organism	tax_id	prot_len	gene	product	pwwp_start	pwwp_end	pwwp_len	has_genomic_exons	n_total_exons	n_exons_in_pwwp	break_from_pwwp_start
A0A6B2EBE4	NBJ60267.1	Phlebotomus kandelakii	1109342	1521			441	500	60	False	1	0	
A0A6B2EBR0	NBJ59746.1	Phlebotomus kandelakii	1109342	439			11	87	77	False	1	0	
A0A6B9VAE5	QHN78489.1	Arachis hypogaea	3818	886			241	323	83	False	1	0	
A0A6C0KBI4	QHU15375.1	viral metagenome	1070528	205			11	75	65	False	1	0	
A0A6C0WVY8	QIC49977.1	Actinia equina	6106	1371	Msh6		68	159	92	True	41	2	51
A0A6C1DWW5	QID81385.1	Saccharomyces pastorianus	27292	304			8	95	88	False	1	0	
A0A6C1DZ83	QID81564.1	Saccharomyces pastorianus	27292	268	IOC4_1		10	161	152	False	1	0	
A0A6D2HG36	CAA7015002.1	Microthlaspi erraticum	1685480	1215			449	543	95	True	25	3	0
A0A6D2HIY4	CAA7015844.1	Microthlaspi erraticum	1685480	922			144	225	82	True	2	1	
A0A6D2IBU8	CAA7023467.1	Microthlaspi erraticum	1685480	1385			21	109	89	False	1	0	
A0A6D2IFC0	CAA7024711.1	Microthlaspi erraticum	1685480	1082			194	279	86	True	2	1	
A0A6D2IG13	CAA7026997.1	Microthlaspi erraticum	1685480	1354			21	109	89	False	1	0	
A0A6D2IMY3	CAA7026483.1	Microthlaspi erraticum	1685480	1043			274	370	97	False	1	0	
A0A6D2INW2	CAA7027319.1	Microthlaspi erraticum	1685480	1070			305	398	94	False	1	0	
A0A6D2JQS6	CAA7043339.1	Microthlaspi erraticum	1685480	437			73	147	75	False	1	0	
A0A6D2JX55	CAA7044483.1	Microthlaspi erraticum	1685480	642			17	91	75	True	3	2	46
A0A6D2JZW7	CAA7030041.1	Microthlaspi erraticum	1685480	617			15	112	98	True	3	1	
A0A6D2K396	CAA7048644.1	Microthlaspi erraticum	1685480	1048			227	331	105	True	22	4	41
A0A6D2K402	CAA7044173.1	Microthlaspi erraticum	1685480	1324			25	113	89	True	12	2	15
A0A6D2KAQ7	CAA7046616.1	Microthlaspi erraticum	1685480	680			135	220	86	False	1	0	
A0A6D2KEC2	CAA7050195.1	Microthlaspi erraticum	1685480	372			214	309	96	False	1	0	
A0A6D2KVQ3	CAA7056490.1	Microthlaspi erraticum	1685480	797			73	147	75	False	1	0	
A0A6D2VT59	PNI19665.1	Pan troglodytes	9598	203			4	96	93	True	6	2	47
A0A6D2VUW2	PNI17487.1	Pan troglodytes	9598	522			198	279	82	True	12	2	19
A0A6D2VYL2	PNI53154.1	Pan troglodytes	9598	1119			988	1107	120	True	12	3	19
A0A6D2W3F5	PNI77045.1	Pan troglodytes	9598	935			804	921	118	True	10	3	19
A0A6D2W5U2	PNI77044.1	Pan troglodytes	9598	1205			1074	1191	118	True	12	3	19
A0A6D2W8W7	PNJ67929.1	Pongo abelii	9601	1213			1082	1201	120	True	13	1	
A0A6D2W961	PNI89191.1	Pan troglodytes	9598	833			224	340	117	True	21	3	43
A0A6D2WA70	PNI89192.1	Pan troglodytes	9598	728			182	298	117	True	18	4	22
A0A6D2WEF0	PNI30260.1	Pan troglodytes	9598	233			21	89	69	True	6	2	57
A0A6D2WGH8	PNI25232.1	Pan troglodytes	9598	670			5	88	84	True	16	3	19
A0A6D2WI51	PNI72531.1	Pan troglodytes	9598	781			285	418	134	True	19	4	0
A0A6D2WJS4	PNJ08419.1	Pongo abelii	9601	602			275	359	85	True	14	3	2
A0A6D2WMX7	PNI77047.1	Pan troglodytes	9598	871			740	857	118	True	8	3	19
A0A6D2WNB0	PNI17479.1	Pan troglodytes	9598	571			244	328	85	True	13	3	42
A0A6D2WNT1	PNI72533.1	Pan troglodytes	9598	723			96	229	134	True	19	4	0
A0A6D2WSJ7	PNI89193.1	Pan troglodytes	9598	694			148	264	117	True	17	4	8
A0A6D2WW06	PNI30261.1	Pan troglodytes	9598	256			43	112	70	True	6	2	35
A0A6D2WXT5	PNI72534.1	Pan troglodytes	9598	689			62	195	134	True	17	4	0
A0A6D2WZ73	PNI59697.1	Pan troglodytes	9598	1087			272	362	91	True	21	3	2
A0A6D2X182	PNI92786.1	Pan troglodytes	9598	524			311	426	116	True	14	5	19
A0A6D2X3E4	PNI89188.1	Pan troglodytes	9598	845			236	352	117	True	22	3	31
A0A6D2X9A5	PNI53155.1	Pan troglodytes	9598	1220			1089	1208	120	True	13	3	19
A0A6D2XIZ2	PNI67819.1	Pan troglodytes	9598	645			268	397	130	True	9	3	35
A0A6D2XJF0	PNI92785.1	Pan troglodytes	9598	648			310	425	116	True	16	5	19
A0A6D2XJG8	PNI17482.1	Pan troglodytes	9598	548			221	305	85	True	13	2	65
A0A6D2XX53	PNI44226.1	Pan troglodytes	9598	553			6	90	85	True	16	4	6
A0A6D2Y6B0	PNI20234.1	Pan troglodytes	9598	1058			927	1046	120	True	12	3	19
A0A6D2Y6W8	PNI18096.1	Pan troglodytes	9598	2697			318	1851	1534	True	22	19	224
A0A6D2YAD2	PNI17478.1	Pan troglodytes	9598	602			275	359	85	True	14	4	11
A0A6D2YAK8	PNI89190.1	Pan troglodytes	9598	853			224	340	117	True	22	3	43
A0A6F9DDP8	CAB3252167.1	Phallusia mammillata	59560	481	Hdgf2		12	94	83	False	1	0	
A0A6F9DDX8	CAB3249652.1	Phallusia mammillata	59560	501	Glyr1		4	85	82	False	1	0	
A0A6F9DPG2	CAB3265327.1	Phallusia mammillata	59560	538	Pwwp2a		426	538	113	False	1	0	
A0A6G0HKB1	KAE8279523.1	Larimichthys crocea	215358	527			8	85	78	False	1	0	
A0A6G0HMN0	KAE8280499.1	Larimichthys crocea	215358	507			97	199	103	True	4	2	61
A0A6G0HMV9	KAE8280306.1	Larimichthys crocea	215358	622			504	622	119	True	2	1	
A0A6G0HQX3	KAE8281477.1	Larimichthys crocea	215358	1264			1133	1252	120	False	1	0	
A0A6G0HX01	KAE8283506.1	Larimichthys crocea	215358	482			6	90	85	True	15	4	6
A0A6G0I4C0	KAE8286046.1	Larimichthys crocea	215358	1640			974	1069	96	False	1	0	
A0A6G0I8C6	KAE8287729.1	Larimichthys crocea	215358	1843			319	1623	1305	False	1	0	
A0A6G0I8M8	KAE8287835.1	Larimichthys crocea	215358	966			847	966	120	True	2	1	
A0A6G0IGL4	KAE8290524.1	Larimichthys crocea	215358	649			300	384	85	True	17	4	8
A0A6G0IKL2	KAE8291877.1	Larimichthys crocea	215358	1466			285	1072	788	False	1	0	
A0A6G0IMK8	KAE8292660.1	Larimichthys crocea	215358	824			218	334	117	True	22	3	47
A0A6G0IPE8	KAE8293161.1	Larimichthys crocea	215358	954			823	940	118	True	14	3	19
A0A6G0J208	KAE8297624.1	Larimichthys crocea	215358	207			4	96	93	True	6	3	24
A0A6G0J2P0	KAE8298035.1	Larimichthys crocea	215358	1172			315	405	91	True	22	3	2
A0A6G0J493	KAE8298427.1	Larimichthys crocea	215358	1140			1009	1126	118	True	12	3	19
A0A6G0J9Q9	KAE8300271.1	Larimichthys crocea	215358	469			5	92	88	True	15	3	5
A0A6G0LD16	KAE9116515.1	Phytophthora fragariae	53985	523			74	162	89	True	5	1	
A0A6G0PEN4	KAE9244279.1	Phytophthora fragariae	53985	963			101	194	94	True	10	1	
A0A6G0RIV6	KAE9334737.1	Phytophthora fragariae	53985	666			12	118	107	True	6	4	10
A0A6G0RND9	KAE9337641.1	Phytophthora fragariae	53985	769			138	235	98	True	5	1	
A0A6G0RYG4	KAE9345351.1	Phytophthora fragariae	53985	521			72	160	89	True	5	2	13
A0A6G0T0M7	KAE9523457.1	Aphis glycines	307491	494			118	211	94	True	11	3	29
A0A6G0TCH4	KAE9530643.1	Aphis glycines	307491	672			319	404	86	True	11	3	22
A0A6G0TQJ9	KAE9537204.1	Aphis glycines	307491	739			12	84	73	True	4	1	
A0A6G0TYM8	KAE9540920.1	Aphis glycines	307491	1109			982	1090	109	True	17	2	54
A0A6G0U323	KAE9543518.1	Aphis glycines	307491	523			10	96	87	True	14	3	15
A0A6G1EFJ5	KAF0923855.1	Oryza meyeriana var. granulata	110450	1279			250	332	83	True	3	1	
A0A6G1EGD7	KAF0923856.1	Oryza meyeriana var. granulata	110450	460			182	263	82	True	2	1	
A0A6G1EGR5	KAF0924010.1	Oryza meyeriana var. granulata	110450	486			89	175	87	False	1	0	
A0A6G1ELK6	KAF0925667.1	Oryza meyeriana var. granulata	110450	1030			32	116	85	False	1	0	
A0A6G1G3Q4	KAF1812449.1	Eremomyces bilateralis CBS 781.70	1392243	591			125	237	113	True	5	2	69
A0A6G1HHR4	KAF1992624.1	Aulographum hederae CBS 113979	1176131	569			117	227	111	True	5	2	65
A0A6G1I6B4	KAF2403731.1	Trichodelitschia bisporula	703511	523			114	226	113	True	6	3	48
A0A6G1IW33	KAF2682466.1	Lentithecium fluviatile CBS 122367	1168545	569			145	249	105	True	6	2	62
A0A6G1L234	KAF2766917.1	Teratosphaeria nubilosa	161662	597			113	221	109	True	3	2	67
A0A6G1MD06	KAF3184755.1	Orbilia oligospora	2813651	652			176	290	115	True	4	2	75
A0A6G1PAE8	KAF3687008.1	Channa argus	215402	206			4	96	93	True	6	3	5
A0A6G1PCB7	KAF3687764.1	Channa argus	215402	507			5	92	88	True	16	3	5
A0A6G1PGW0	KAF3689515.1	Channa argus	215402	1206			296	386	91	True	20	3	2
A0A6G1PI35	KAF3689991.1	Channa argus	215402	1164			1033	1150	118	True	13	2	107
A0A6G1PL61	KAF3690959.1	Channa argus	215402	659			5	88	84	True	16	3	19
A0A6G1PUF0	KAF3693813.1	Channa argus	215402	2147			295	1588	1294	True	22	15	35
A0A6G1PZ32	KAF3695590.1	Channa argus	215402	1672			327	1110	784	True	29	18	0
A0A6G1Q3X1	KAF3697063.1	Channa argus	215402	1300			1169	1288	120	True	15	1	
A0A6G1Q3Y0	KAF3697104.1	Channa argus	215402	1160			298	388	91	True	20	1	
A0A6G1Q477	KAF3697204.1	Channa argus	215402	1485			889	999	111	True	25	3	42
A0A6G1Q4B2	KAF3697375.1	Channa argus	215402	823			216	332	117	True	22	4	3
A0A6G1Q4P3	KAF3697374.1	Channa argus	215402	1651			885	995	111	True	25	3	29
A0A6G1Q6P4	KAF3698177.1	Channa argus	215402	1208			9	86	78	True	12	3	19
A0A6G1QE07	KAF3700785.1	Channa argus	215402	1375			253	973	721	True	21	15	0
A0A6G1QLF3	KAF3703068.1	Channa argus	215402	831			181	311	131	True	22	4	35
A0A6G1QR93	KAF3704987.1	Channa argus	215402	1252			1121	1240	120	True	12	3	19
A0A6G1QRG1	KAF3704808.1	Channa argus	215402	507			6	90	85	True	16	4	6
A0A6G1QT60	KAF3705408.1	Channa argus	215402	880			772	880	109	True	2	1	
A0A6G1QUV1	KAF3706099.1	Channa argus	215402	1213			1080	1199	120	True	12	2	116
A0A6G1QW94	KAF3706589.1	Channa argus	215402	2546			296	2010	1715	True	23	19	5
A0A6G1QZ46	KAF3707356.1	Channa argus	215402	223			10	96	87	True	6	2	60
A0A6G1R381	LAC33111.1	Hypotaenidia okinawae	2861861	994			24	127	104	False	1	0	
A0A6G1R7L2	LAC34779.1	Hypotaenidia okinawae	2861861	101			1	58	58	False	1	0	
A0A6G1R9J0	LAC35459.1	Hypotaenidia okinawae	2861861	617			290	374	85	False	1	0	
A0A6G1RF20	LAC37584.1	Hypotaenidia okinawae	2861861	1138			292	382	91	False	1	0	
A0A6G1RQ69	LAC40522.1	Hypotaenidia okinawae	2861861	1736			1625	1708	84	False	1	0	
A0A6G1RRB2	LAC41358.1	Hypotaenidia okinawae	2861861	579			298	392	95	False	1	0	
A0A6G1S1M4	LAC44821.1	Hypotaenidia okinawae	2861861	143			22	143	122	False	1	0	
A0A6G1S232	LAC44702.1	Hypotaenidia okinawae	2861861	562			5	92	88	False	1	0	
A0A6G1S8T7	MDE46779.1	Aceria tosichella	561515	533			9	97	89	False	1	0	
A0A6G1SFA6	MDE48847.1	Aceria tosichella	561515	930	Whsc1		61	683	623	False	1	0	
A0A6G1SGU0	MDE49628.1	Aceria tosichella	561515	126			9	97	89	False	1	0	
A0A6G5AEG5	NIE48427.1	Rhipicephalus microplus	6941	101			6	85	80	False	1	0	
A0A6H0XNW7	QIW96375.1	Peltaster fructicola	286661	529			106	213	108	True	4	1	
A0A6H5H5H1	CAB0011417.1	Nesidiocoris tenuis	355587	705			5	84	80	True	8	1	
A0A6H5H9S9	CAB0012426.1	Nesidiocoris tenuis	355587	1037			915	1025	111	False	1	0	
A0A6H5I1Z7	CAB0030554.1	Trichogramma brassicae	86971	829			704	814	111	False	1	0	
A0A6H5I494	CAB0030599.1	Trichogramma brassicae	86971	865			8	95	88	False	1	0	
A0A6H5I8V4	CAB0033648.1	Trichogramma brassicae	86971	1289			12	71	60	True	6	2	46
A0A6J2KSI6	KAF6074613.1	Phyllostomus discolor	89673	252			10	96	87	True	6	3	19
A0A6J2KTQ6	KAF6077670.1	Phyllostomus discolor	89673	203			4	96	93	False	1	0	
A0A6J2KWD7	KAF6074615.1	Phyllostomus discolor	89673	234			10	96	87	True	6	3	19
A0A6J2LAG1	KAF6133840.1	Phyllostomus discolor	89673	547			220	304	85	True	13	3	2
A0A6J2LR95	KAF6104920.1	Phyllostomus discolor	89673	1363			93	196	104	True	10	2	62
A0A6J2LS36	KAF6108999.1	Phyllostomus discolor	89673	227			9	89	81	False	1	0	
A0A6J2MDP6	KAF6094113.1	Phyllostomus discolor	89673	673			5	88	84	False	1	0	
A0A6J2MNP8	KAF6126631.1	Phyllostomus discolor	89673	526			5	92	88	False	1	0	
A0A6J2MNV9	KAF6126628.1	Phyllostomus discolor	89673	333			5	92	88	False	1	0	
A0A6J5TPA9	CAB4265384.1	Prunus armeniaca	36596	1480			21	109	89	False	1	0	
A0A6J5U4R0	CAB4270607.1	Prunus armeniaca	36596	1346			653	735	83	False	1	0	
A0A6J5U7V1	CAB4272431.1	Prunus armeniaca	36596	752			20	111	92	True	3	2	46
A0A6J5UGG1	CAB4275221.1	Prunus armeniaca	36596	919			206	289	84	False	1	0	
A0A6J5UVS1	CAB4280789.1	Prunus armeniaca	36596	1148			249	332	84	False	1	0	
A0A6J5V5S2	CAB4284339.1	Prunus armeniaca	36596	967			334	416	83	False	1	0	
A0A6J5VBW7	CAB4285344.1	Prunus armeniaca	36596	1224			179	262	84	True	2	1	
A0A6J5WEK1	CAB4297774.1	Prunus armeniaca	36596	412			34	273	240	False	1	0	
A0A6J5WGV9	CAB4301006.1	Prunus armeniaca	36596	1346			653	735	83	False	1	0	
A0A6J5X0B3	CAB4305605.1	Prunus armeniaca	36596	942			206	289	84	False	1	0	
A0A6J5XPI6	CAB4315640.1	Prunus armeniaca	36596	1223			177	260	84	True	2	1	
A0A6J5XUP9	CAB4314734.1	Prunus armeniaca	36596	967			334	416	83	False	1	0	
A0A6J5Y7C3	CAB4322050.1	Prunus armeniaca	36596	1426			25	113	89	False	1	0	
A0A6J8B6V4	CAC5378754.1	Mytilus coruscus	42192	662			304	388	85	True	16	4	13
A0A6J8BTI3	CAC5386039.1	Mytilus coruscus	42192	1190			37	139	103	False	1	0	
A0A6J8CMY1	CAC5396404.1	Mytilus coruscus	42192	282			12	96	85	False	1	0	
A0A6J8CRB6	CAC5397400.1	Mytilus coruscus	42192	663			385	495	111	True	12	2	32
A0A6J8DMN6	CAC5409848.1	Mytilus coruscus	42192	196			64	175	112	False	1	0	
A0A6J8DP47	CAC5409846.1	Mytilus coruscus	42192	1276			1144	1255	112	False	1	0	
A0A6J8E494	CAC5414863.1	Mytilus coruscus	42192	1486			314	404	91	False	1	0	
A0A6J8E5M1	CAC5414862.1	Mytilus coruscus	42192	1621			449	539	91	False	1	0	
A0A6L0XTC1	CAC9534320.1	Leishmania infantum	5671	593			12	80	69	False	1	0	
A0A6L2KIC1	GEU48382.1	Tanacetum cinerariifolium	118510	1245			351	440	90	True	6	1	
A0A6L2L3R8	GEU56298.1	Tanacetum cinerariifolium	118510	1423			118	201	84	True	15	3	16
A0A6L2PAX5	GFG28302.1	Coptotermes formosanus	36987	1989			12	82	71	True	6	2	45
A0A6L2PD24	GFG30296.1	Coptotermes formosanus	36987	1545			1405	1516	112	True	26	3	13
A0A6L2PDP9	GFG30536.1	Coptotermes formosanus	36987	619			552	619	68	True	3	2	42
A0A6L2PE92	GFG28688.1	Coptotermes formosanus	36987	1329			81	175	95	True	26	3	11
A0A6L2PG80	GFG29595.1	Coptotermes formosanus	36987	969			465	582	118	True	10	2	61
A0A6L5B6Y6	KAF1001340.1	Apium graveolens	4045	944			301	384	84	True	2	1	
A0A6M2CUU4	NOV37326.1	Rhipicephalus microplus	6941	527			8	90	83	False	1	0	
A0A6M2D1F8	NOV39982.1	Rhipicephalus microplus	6941	287			8	90	83	False	1	0	
A0A6M2D5N7	NOV41429.1	Rhipicephalus microplus	6941	772			2	77	76	False	1	0	
A0A6M2DH73	NOV45244.1	Xenopsylla cheopis	163159	1046			919	1027	109	False	1	0	
A0A6M2DLD7	NOV45637.1	Xenopsylla cheopis	163159	1215			382	452	71	False	1	0	
A0A6M2DTE4	NOV49412.1	Xenopsylla cheopis	163159	558			15	83	69	False	1	0	
A0A6M2E9B2	NUU81747.1	Populus davidiana	266767	1037			236	332	97	False	1	0	
A0A6M2EEG4	NUU81685.1	Populus davidiana	266767	319			34	116	83	False	1	0	
A0A6M2EGT6	NUU84487.1	Populus davidiana	266767	771			14	90	77	False	1	0	
A0A6M2EMA8	NUU84489.1	Populus davidiana	266767	781			14	90	77	False	1	0	
A0A6M2EVP6	NUU89457.1	Populus davidiana	266767	1450			27	112	86	False	1	0	
A0A6M2EWQ0	NUU89823.1	Populus davidiana	266767	778			25	105	81	False	1	0	
A0A6M2F055	NUU91037.1	Populus davidiana	266767	1062			15	99	85	False	1	0	
A0A6M2F1M3	NUU91553.1	Populus davidiana	266767	1098			224	307	84	False	1	0	
A0A6M2F1Z2	NUU91710.1	Populus davidiana	266767	1130			310	406	97	False	1	0	
A0A6M2F5Z7	NUU91039.1	Populus davidiana	266767	1100			111	195	85	False	1	0	
A0A6N2AM56	TMW83486.1	Solanum chilense	4083	676			56	139	84	True	3	1	
A0A6N2B4X9	TMW88934.1	Solanum chilense	4083	1059			247	350	104	True	23	3	53
A0A6N2BEW9	TMW90683.1	Solanum chilense	4083	836			148	231	84	False	1	0	
A0A6N2BX81	TMW97611.1	Solanum chilense	4083	1280			505	599	95	True	24	4	10
A0A6N2BYL1	TMW98101.1	Solanum chilense	4083	776			16	113	98	True	3	2	46
A0A6N2BZB9	TMX00637.1	Solanum chilense	4083	676			16	116	101	True	4	1	
A0A6N2C347	TMX00111.1	Solanum chilense	4083	770			163	245	83	False	1	0	
A0A6N2C9H2	TMX03815.1	Solanum chilense	4083	1416			25	112	88	True	11	3	16
A0A6N2CAB5	TMX01864.1	Solanum chilense	4083	1611			1017	1099	83	False	1	0	
A0A6N2CFQ3	TMX03690.1	Solanum chilense	4083	1131			292	372	81	False	1	0	
A0A6N2CI93	TMX04914.1	Solanum chilense	4083	1428			21	110	90	True	11	2	28
A0A6N2KBN5	VFU25081.1	Salix viminalis	40686	410			283	388	106	True	4	3	55
A0A6N2KLM1	VFU28929.1	Salix viminalis	40686	1613			237	335	99	False	1	0	
A0A6N2KLT9	VFU28930.1	Salix viminalis	40686	644			237	335	99	False	1	0	
A0A6N2KVS7	VFU31931.1	Salix viminalis	40686	1122			91	171	81	False	1	0	
A0A6N2LE26	VFU38193.1	Salix viminalis	40686	1097			233	316	84	False	1	0	
A0A6N2LFB5	VFU39237.1	Salix viminalis	40686	1081			111	181	71	False	1	0	
A0A6N2LP77	VFU43393.1	Salix viminalis	40686	1639			1020	1102	83	False	1	0	
A0A6N2LP84	VFU41884.1	Salix viminalis	40686	768			14	111	98	False	1	0	
A0A6N2LUC6	KAJ6693718.1	Salix viminalis	40686	832			14	111	98	True	3	2	46
A0A6N2M0Y1	VFU46339.1	Salix viminalis	40686	322			19	109	91	True	3	3	16
A0A6N2M1C0	VFU43394.1	Salix viminalis	40686	1676			1057	1139	83	False	1	0	
A0A6N2M968	VFU50417.1	Salix viminalis	40686	1020			284	379	96	False	1	0	
A0A6N2N0L9	VFU59468.1	Salix viminalis	40686	611			9	89	81	False	1	0	
A0A6N2N1W6	VFU59943.1	Salix viminalis	40686	1037			236	338	103	False	1	0	
A0A6N2N292	VFU60968.1	Salix viminalis	40686	769			25	116	92	False	1	0	
A0A6N2NE06	VFU59467.1	Salix viminalis	40686	627			9	89	81	False	1	0	
A0A6N2NKB3	VFU66121.1	Salix viminalis	40686	1091			117	200	84	True	2	1	
A0A6P3TP78	KAG5211553.1	Ovis aries	9940	1361			90	193	104	False	1	0	
A0A6P3YN41	KAG5197288.1	Ovis aries	9940	237			9	89	81	False	1	0	
A0A6P7DFW0	KAG5195019.1	Ovis aries	9940	553			6	90	85	False	1	0	
A0A6P7ELZ6	KAG5215422.1	Ovis aries	9940	239			10	96	87	False	1	0	
A0A6S6VV88	CAE7002228.1	Pyrenophora teres f. teres	97479	580			138	250	113	True	5	2	111
A0A6S7FD15	CAB3977135.1	Paramuricea clavata	317549	397			299	384	86	True	2	1	
A0A6S7G3T4	CAB3986568.1	Paramuricea clavata	317549	281			144	258	115	True	7	3	43
A0A6S7H281	CAB3998653.1	Paramuricea clavata	317549	856			6	630	625	True	15	11	62
A0A6S7I8L9	CAB4000548.1	Paramuricea clavata	317549	1085			46	722	677	True	10	4	60
A0A6S8WRN0	CAE0699597.1	Pelagomonas calceolata	35677	524			264	362	99	False	1	0	
A0A6V1NWG6	CAE0625806.1	Heterosigma akashiwo	2829	326			216	321	106	False	1	0	
A0A6V3M1P1	CAE0661547.1	Lotharella globosa	91324	340			7	91	85	False	1	0	
A0A6V7GYH0	CAD1470350.1	Heterotrigona itama	395501	677			562	653	92	True	5	1	
A0A6V7GYL3	CAD1470730.1	Heterotrigona itama	395501	467			271	402	132	True	6	2	14
A0A6V7NGX4	CAD1817566.1	Ananas comosus var. bracteatus	296719	2066			760	842	83	True	6	1	
A0A6V7NRG9	CAD1821118.1	Ananas comosus var. bracteatus	296719	1403			21	110	90	True	11	3	16
A0A6V7PLK4	CAD1831719.1	Ananas comosus var. bracteatus	296719	205			1	82	82	True	6	3	37
A0A6V7PSN4	CAD1833596.1	Ananas comosus var. bracteatus	296719	102			24	47	24	True	2	2	7
A0A6V7PUJ7	CAD1834246.1	Ananas comosus var. bracteatus	296719	718			78	112	35	True	2	1	
A0A6V7QFU5	CAD1841950.1	Ananas comosus var. bracteatus	296719	739			123	206	84	True	3	1	
A0A6V7QJD9	CAD1843282.1	Ananas comosus var. bracteatus	296719	1024			252	355	104	True	23	3	54
A0A6V7QPG6	CAD1845110.1	Ananas comosus var. bracteatus	296719	642			19	116	98	True	5	2	46
A0A6V8HB99	GAM38717.1	Talaromyces pinophilus	128442	570			131	238	108	True	5	2	49
A0A6V8QWZ3	GFP56336.1	Trichoderma asperellum	101201	579			144	250	107	True	6	2	67
A0A7C8IAW1	KAF2875017.1	Massariosphaeria phaeospora	100035	576			149	254	106	False	1	0	
A0A7C8JTV1	KAF3141315.1	Orbilia oligospora	2813651	650			176	290	115	True	4	2	75
A0A7C8MLX4	KAF2963367.1	Xylaria multiplex	323545	591			155	262	108	True	6	3	24
A0A7C9ACA1	MBA4662155.1	Opuntia streptacantha	393608	564			89	171	83	False	1	0	
A0A7C9ACX1	MBA4663697.1	Opuntia streptacantha	393608	110			20	107	88	False	1	0	
A0A7C9AH20	MBA4668318.1	Opuntia streptacantha	393608	103			26	103	78	False	1	0	
A0A7C9E090	MBA4650504.1	Opuntia streptacantha	393608	338			20	98	79	False	1	0	
A0A7C9E9G9	MBA4655869.1	Opuntia streptacantha	393608	386			236	331	96	False	1	0	
A0A7C9FQT0	MBA4680949.1	Opuntia streptacantha	393608	598			104	196	93	False	1	0	
A0A7D5ZAV7	QLI72908.1	Metarhizium brunneum	500148	528			129	234	106	True	6	2	67
A0A7D8YZ90	TVY59378.1	Lachnellula cervina	1316786	622	pdp3		159	266	108	True	6	2	67
A0A7D9D7L4	CAB3978256.1	Paramuricea clavata	317549	1378			1264	1360	97	True	8	3	37
A0A7D9E1U1	CAB3998654.1	Paramuricea clavata	317549	767			6	630	625	True	13	9	50
A0A7D9EF23	CAB4008574.1	Paramuricea clavata	317549	1212			1068	1178	111	True	10	1	
A0A7D9GZI7	VUG16109.1	Dekkera bruxellensis	5007	504			10	131	122	False	1	0	
A0A7D9HQ29	CAB3990022.1	Paramuricea clavata	317549	376			7	86	80	True	12	3	19
A0A7E6CFR5	KAF6089829.1	Phyllostomus discolor	89673	1137			267	357	91	True	22	3	2
A0A7E6CFS7	KAF6089827.1	Phyllostomus discolor	89673	1210			296	386	91	True	22	3	2
A0A7E6DLB8	KAF6112924.1	Phyllostomus discolor	89673	1206			1075	1192	118	False	1	0	
A0A7G2CNJ6	CAD2221426.1	Angomonas deanei	59799	497			9	90	82	False	1	0	
A0A7G2EDK2	CAD5320062.1	Arabidopsis thaliana	3702	1223			300	396	97	True	30	3	7
A0A7G2EFT2	CAD5322154.1	Arabidopsis thaliana	3702	1135			136	219	84	True	3	1	
A0A7G2EJ83	CAD5322155.1	Arabidopsis thaliana	3702	977			136	219	84	True	2	1	
A0A7G2EPF7	CAD5325187.1	Arabidopsis thaliana	3702	748			109	185	77	True	2	1	
A0A7G2ESK5	CAD5324340.1	Arabidopsis thaliana	3702	654			64	149	86	True	2	1	
A0A7G2ETQ1	CAD5326606.1	Arabidopsis thaliana	3702	1522			25	114	90	True	19	3	16
A0A7G2EUX1	CAD5326605.1	Arabidopsis thaliana	3702	1489			25	114	90	True	18	3	16
A0A7G2EZ93	CAD5326478.1	Arabidopsis thaliana	3702	1284			188	292	105	True	31	4	3
A0A7G2F9I5	CAD5332436.1	Arabidopsis thaliana	3702	1305			21	109	89	True	12	3	16
A0A7G2FFR2	CAD5334779.1	Arabidopsis thaliana	3702	1045			224	328	105	True	24	3	54
A0A7G2FHM5	CAD5332848.1	Arabidopsis thaliana	3702	1072			174	257	84	True	2	1	
A0A7G3AE28	MBC1171040.1	Lutzomyia longipalpis	7200	534			10	93	84	False	1	0	
A0A7G3AI76	MBC1173762.1	Lutzomyia longipalpis	7200	1140			52	111	60	False	1	0	
A0A7G3APF4	MBC1173758.1	Lutzomyia longipalpis	7200	1476			388	447	60	False	1	0	
A0A7G3AZT6	MBC1177647.1	Lutzomyia longipalpis	7200	441			11	87	77	False	1	0	
A0A7G8KPS2	QNJ45058.1	Ctenopharyngodon idella	7959	917	DMMT3aa		372	469	98	False	1	0	
A0A7G8KPS3	QNJ45059.1	Ctenopharyngodon idella	7959	919	DNMT3ab		291	424	134	False	1	0	
A0A7G8KPS4	QNJ45060.1	Ctenopharyngodon idella	7959	1500	DNMT3b		905	1015	111	False	1	0	
A0A7H4LDC9	SPT16617.1	Triticum aestivum	4565	1549			39	126	88	True	12	2	30
A0A7H4LMF5	SPT19793.1	Triticum aestivum	4565	848			29	103	75	True	3	2	46
A0A7H8QK53	QKX54062.1	Talaromyces rugulosus	121627	571			122	229	108	True	5	2	67
A0A7H9AZY0	QLG71767.1	Zygotorulaspora mrakii	42260	445			9	142	134	False	1	0	
A0A7H9HPS4	QLQ78627.1	Torulaspora globosa	48254	309			8	95	88	False	1	0	
A0A7H9HQX2	QLQ80138.1	Torulaspora globosa	48254	426			9	138	130	False	1	0	
A0A7I8I9C3	CAA2614331.1	Spirodela intermedia	51605	105			24	79	56	True	3	3	16
A0A7I8IAT6	CAA2615032.1	Spirodela intermedia	51605	1225			398	480	83	True	8	1	
A0A7I8IFV5	CAA2616054.1	Spirodela intermedia	51605	1136			21	101	81	True	14	4	16
