species	protein	reader_type	exon_num	start_aa	end_aa	length_aa	length_nt	total_aa	n_exons
Branchiostoma_belcheri	XP_019632875.1	PWWP	2	60	117	58	175	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	3	118	181	64	191	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	4	182	203	22	65	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	5	204	227	24	73	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	6	228	266	39	116	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	7	267	331	65	195	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	8	332	358	27	83	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	9	359	389	31	91	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	10	390	409	20	60	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	11	410	434	25	75	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	12	435	479	45	136	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	13	480	500	21	63	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	14	501	526	26	77	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	15	527	551	25	75	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	16	552	575	24	72	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	17	576	648	73	220	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	18	649	671	23	70	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	19	672	716	45	133	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	20	717	752	36	109	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	21	753	773	21	64	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	22	774	806	33	99	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	23	807	864	58	174	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	24	865	948	84	250	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	25	949	1025	77	233	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	26	1026	1070	45	133	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	27	1071	1103	33	99	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	28	1104	1145	42	126	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	29	1146	1174	29	88	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	30	1175	1204	30	90	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	31	1205	1256	52	155	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	32	1257	1301	45	135	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	33	1302	1325	24	72	1325	33
Danio_rerio	NP_878280.1	PWWP	1	1	78	78	236	1370	10
Danio_rerio	NP_878280.1	PWWP	2	79	147	69	206	1370	10
Danio_rerio	NP_878280.1	PWWP	3	148	206	59	176	1370	10
Danio_rerio	NP_878280.1	PWWP	4	207	1058	852	2557	1370	10
Danio_rerio	NP_878280.1	PWWP	5	1059	1155	97	290	1370	10
Danio_rerio	NP_878280.1	PWWP	6	1156	1194	39	118	1370	10
Danio_rerio	NP_878280.1	PWWP	7	1195	1224	30	90	1370	10
Danio_rerio	NP_878280.1	PWWP	8	1225	1276	52	155	1370	10
Danio_rerio	NP_878280.1	PWWP	9	1277	1342	66	200	1370	10
Danio_rerio	NP_878280.1	PWWP	10	1343	1370	28	82	1370	10
Anolis_carolinensis	XP_008100917.1	PWWP	1	1	48	48	146	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	2	49	116	68	203	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	3	117	174	58	173	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	4	175	1022	848	2545	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	5	1023	1113	91	272	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	6	1114	1152	39	118	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	7	1153	1182	30	90	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	8	1183	1234	52	155	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	9	1235	1300	66	200	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	10	1301	1325	25	73	1325	10
Gallus_gallus	XP_015133604.2	PWWP	1	1	65	65	197	1342	10
Gallus_gallus	XP_015133604.2	PWWP	2	66	133	68	203	1342	10
Gallus_gallus	XP_015133604.2	PWWP	3	134	192	59	176	1342	10
Gallus_gallus	XP_015133604.2	PWWP	4	193	1038	846	2539	1342	10
Gallus_gallus	XP_015133604.2	PWWP	5	1039	1127	89	266	1342	10
Gallus_gallus	XP_015133604.2	PWWP	6	1128	1166	39	118	1342	10
Gallus_gallus	XP_015133604.2	PWWP	7	1167	1196	30	90	1342	10
Gallus_gallus	XP_015133604.2	PWWP	8	1197	1248	52	155	1342	10
Gallus_gallus	XP_015133604.2	PWWP	9	1249	1314	66	200	1342	10
Gallus_gallus	XP_015133604.2	PWWP	10	1315	1342	28	82	1342	10
Mus_musculus	NP_034960.1	PWWP	1	1	85	85	257	1359	10
Mus_musculus	NP_034960.1	PWWP	2	86	152	67	200	1359	10
Mus_musculus	NP_034960.1	PWWP	3	153	209	57	170	1359	10
Mus_musculus	NP_034960.1	PWWP	4	210	1054	845	2536	1359	10
Mus_musculus	NP_034960.1	PWWP	5	1055	1144	90	269	1359	10
Mus_musculus	NP_034960.1	PWWP	6	1145	1183	39	118	1359	10
Mus_musculus	NP_034960.1	PWWP	7	1184	1213	30	90	1359	10
Mus_musculus	NP_034960.1	PWWP	8	1214	1265	52	155	1359	10
Mus_musculus	NP_034960.1	PWWP	9	1266	1331	66	200	1359	10
Mus_musculus	NP_034960.1	PWWP	10	1332	1359	28	82	1359	10
Homo_sapiens	NP_000170.1	PWWP	1	1	86	86	260	1361	10
Homo_sapiens	NP_000170.1	PWWP	2	87	152	66	197	1361	10
Homo_sapiens	NP_000170.1	PWWP	3	153	209	57	170	1361	10
Homo_sapiens	NP_000170.1	PWWP	4	210	1057	848	2545	1361	10
Homo_sapiens	NP_000170.1	PWWP	5	1058	1146	89	266	1361	10
Homo_sapiens	NP_000170.1	PWWP	6	1147	1185	39	118	1361	10
Homo_sapiens	NP_000170.1	PWWP	7	1186	1215	30	90	1361	10
Homo_sapiens	NP_000170.1	PWWP	8	1216	1267	52	155	1361	10
Homo_sapiens	NP_000170.1	PWWP	9	1268	1333	66	200	1361	10
Homo_sapiens	NP_000170.1	PWWP	10	1334	1361	28	82	1361	10
Drosophila_melanogaster	NP_648755.1	none	1	1	334	334	1002	1191	5
Drosophila_melanogaster	NP_648755.1	none	2	335	444	110	330	1191	5
Drosophila_melanogaster	NP_648755.1	none	3	445	980	536	1608	1191	5
Drosophila_melanogaster	NP_648755.1	none	4	981	1142	162	486	1191	5
Drosophila_melanogaster	NP_648755.1	none	5	1143	1191	49	147	1191	5
Caenorhabditis_elegans	NP_491163.1	none	1	1	45	45	136	1187	8
Caenorhabditis_elegans	NP_491163.1	none	2	46	139	94	281	1187	8
Caenorhabditis_elegans	NP_491163.1	none	3	140	394	255	765	1187	8
Caenorhabditis_elegans	NP_491163.1	none	4	395	662	268	806	1187	8
Caenorhabditis_elegans	NP_491163.1	none	5	663	800	138	412	1187	8
Caenorhabditis_elegans	NP_491163.1	none	6	801	984	184	552	1187	8
Caenorhabditis_elegans	NP_491163.1	none	7	985	1095	111	333	1187	8
Caenorhabditis_elegans	NP_491163.1	none	8	1096	1187	92	276	1187	8
Saccharomyces_cerevisiae	NP_010382.3	none	1	1	1243	1243	3729	1243	1
Petromyzon_marinus	XP_032811773.2	PWWP	1	1	76	76	230	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	2	77	141	65	194	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	3	142	202	61	182	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	4	203	279	77	231	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	5	280	376	97	292	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	6	377	444	68	203	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	7	445	524	80	240	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	8	525	622	98	294	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	9	623	664	42	126	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	10	665	758	94	283	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	11	759	857	99	296	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	12	858	927	70	210	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	13	928	1000	73	219	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	14	1001	1045	45	135	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	15	1046	1105	60	181	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	16	1106	1202	97	290	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	17	1203	1241	39	118	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	18	1242	1271	30	90	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	19	1272	1323	52	155	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	20	1324	1390	67	203	1417	21
Petromyzon_marinus	XP_032811773.2	PWWP	21	1391	1417	27	79	1417	21
Sorghum_bicolor	KXG35601.1	Tudor	1	1	294	294	883	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	2	295	326	32	97	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	3	327	361	35	103	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	4	362	379	18	54	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	5	380	404	25	75	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	6	405	427	23	69	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	7	428	455	28	84	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	8	456	521	66	198	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	9	522	689	168	506	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	10	690	733	44	130	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	11	734	763	30	92	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	12	764	821	58	173	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	13	822	889	68	203	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	14	890	923	34	102	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	15	924	977	54	163	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	16	978	1074	97	290	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	17	1075	1120	46	138	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	18	1121	1146	26	80	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	19	1147	1179	33	97	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	20	1180	1222	43	130	1305	21
Sorghum_bicolor	KXG35601.1	Tudor	21	1223	1305	83	248	1305	21
Populus_trichocarpa	KAI5565098.1	Tudor	1	1	280	280	841	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	2	281	311	31	94	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	3	312	346	35	103	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	4	347	364	18	54	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	5	365	389	25	75	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	6	390	412	23	69	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	7	413	440	28	84	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	8	441	505	65	195	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	9	506	688	183	551	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	10	689	732	44	130	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	11	733	762	30	92	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	12	763	822	60	179	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	13	823	890	68	203	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	14	891	924	34	102	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	15	925	978	54	163	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	16	979	1075	97	290	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	17	1076	1121	46	138	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	18	1122	1147	26	80	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	19	1148	1181	34	100	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	20	1182	1223	42	127	1303	21
Populus_trichocarpa	KAI5565098.1	Tudor	21	1224	1303	80	239	1303	21
Physcomitrium_patens	PNR32598.1	Tudor	1	1	121	121	363	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	2	122	154	33	100	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	3	155	181	27	80	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	4	182	227	46	138	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	5	228	317	90	272	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	6	318	372	55	163	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	7	373	406	34	102	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	8	407	474	68	206	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	9	475	534	60	179	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	10	535	565	31	92	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	11	566	612	47	142	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	12	613	803	191	572	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	13	804	864	61	183	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	14	865	892	28	84	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	15	893	915	23	69	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	16	916	940	25	75	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	17	941	958	18	54	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	18	959	992	34	103	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	19	993	1018	26	79	1415	20
Physcomitrium_patens	PNR32598.1	Tudor	20	1019	1415	397	1189	1415	20
Chlamydomonas_reinhardtii	PNW83581.1	none	1	1	96	96	290	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	2	97	138	42	124	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	3	139	192	54	163	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	4	193	244	52	155	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	5	245	294	50	150	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	6	295	331	37	113	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	7	332	391	60	180	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	8	392	437	46	136	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	9	438	464	27	81	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	10	465	581	117	351	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	11	582	624	43	129	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	12	625	649	25	75	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	13	650	692	43	131	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	14	693	727	35	103	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	15	728	748	21	63	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	16	749	799	51	153	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	17	800	833	34	103	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	18	834	893	60	181	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	19	894	1060	167	501	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	20	1061	1223	163	489	1264	21
Chlamydomonas_reinhardtii	PNW83581.1	none	21	1224	1264	41	121	1264	21
Helobdella_robusta	ESO12543.1	PWWP	1	1	56	56	169	1413	35
Helobdella_robusta	ESO12543.1	PWWP	2	57	86	30	90	1413	35
Helobdella_robusta	ESO12543.1	PWWP	3	87	115	29	88	1413	35
Helobdella_robusta	ESO12543.1	PWWP	4	116	171	56	167	1413	35
Helobdella_robusta	ESO12543.1	PWWP	5	172	183	12	35	1413	35
Helobdella_robusta	ESO12543.1	PWWP	6	184	223	40	121	1413	35
Helobdella_robusta	ESO12543.1	PWWP	7	224	271	48	143	1413	35
Helobdella_robusta	ESO12543.1	PWWP	8	272	337	66	198	1413	35
Helobdella_robusta	ESO12543.1	PWWP	9	338	397	60	180	1413	35
Helobdella_robusta	ESO12543.1	PWWP	10	398	417	20	60	1413	35
Helobdella_robusta	ESO12543.1	PWWP	11	418	442	25	75	1413	35
Helobdella_robusta	ESO12543.1	PWWP	12	443	517	75	226	1413	35
Helobdella_robusta	ESO12543.1	PWWP	13	518	564	47	140	1413	35
Helobdella_robusta	ESO12543.1	PWWP	14	565	585	21	63	1413	35
Helobdella_robusta	ESO12543.1	PWWP	15	586	609	24	72	1413	35
Helobdella_robusta	ESO12543.1	PWWP	16	610	691	82	247	1413	35
Helobdella_robusta	ESO12543.1	PWWP	17	692	786	95	284	1413	35
Helobdella_robusta	ESO12543.1	PWWP	18	787	822	36	109	1413	35
Helobdella_robusta	ESO12543.1	PWWP	19	823	876	54	163	1413	35
Helobdella_robusta	ESO12543.1	PWWP	20	877	903	27	81	1413	35
Helobdella_robusta	ESO12543.1	PWWP	21	904	935	32	96	1413	35
Helobdella_robusta	ESO12543.1	PWWP	22	936	971	36	106	1413	35
Helobdella_robusta	ESO12543.1	PWWP	23	972	989	18	55	1413	35
Helobdella_robusta	ESO12543.1	PWWP	24	990	1023	34	101	1413	35
Helobdella_robusta	ESO12543.1	PWWP	25	1024	1058	35	106	1413	35
Helobdella_robusta	ESO12543.1	PWWP	26	1059	1099	41	124	1413	35
Helobdella_robusta	ESO12543.1	PWWP	27	1100	1142	43	127	1413	35
Helobdella_robusta	ESO12543.1	PWWP	28	1143	1175	33	99	1413	35
Helobdella_robusta	ESO12543.1	PWWP	29	1176	1211	36	108	1413	35
Helobdella_robusta	ESO12543.1	PWWP	30	1212	1240	29	88	1413	35
Helobdella_robusta	ESO12543.1	PWWP	31	1241	1270	30	90	1413	35
Helobdella_robusta	ESO12543.1	PWWP	32	1271	1322	52	155	1413	35
Helobdella_robusta	ESO12543.1	PWWP	33	1323	1367	45	135	1413	35
Helobdella_robusta	ESO12543.1	PWWP	34	1368	1389	22	68	1413	35
Helobdella_robusta	ESO12543.1	PWWP	35	1390	1413	24	70	1413	35
Xenopus_tropicalis	KAE8600724.1	PWWP	1	1	70	70	212	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	2	71	138	68	203	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	3	139	193	55	164	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	4	194	1035	842	2527	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	5	1036	1126	91	272	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	6	1127	1165	39	118	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	7	1166	1195	30	90	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	8	1196	1247	52	155	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	9	1248	1313	66	200	1339	10
Xenopus_tropicalis	KAE8600724.1	PWWP	10	1314	1339	26	76	1339	10
Sphagnum_fallax	KAH8952520.1	Tudor	1	1	335	335	1006	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	2	336	368	33	100	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	3	369	403	35	103	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	4	404	421	18	54	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	5	422	446	25	75	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	6	447	469	23	69	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	7	470	497	28	84	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	8	498	558	61	183	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	9	559	745	187	563	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	10	746	789	44	130	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	11	790	819	30	92	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	12	820	879	60	179	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	13	880	948	69	206	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	14	949	982	34	102	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	15	983	1036	54	163	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	16	1037	1131	95	284	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	17	1132	1177	46	138	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	18	1178	1203	26	80	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	19	1204	1237	34	100	1392	20
Sphagnum_fallax	KAH8952520.1	Tudor	20	1238	1392	155	465	1392	20
Ceratopteris_richardii	KAH7428807.1	Tudor	1	1	72	72	218	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	2	73	115	43	127	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	3	116	148	33	100	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	4	149	175	27	80	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	5	176	221	46	138	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	6	222	319	98	296	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	7	320	374	55	163	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	8	375	408	34	102	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	9	409	475	67	203	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	10	476	535	60	179	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	11	536	566	31	92	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	12	567	609	43	130	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	13	610	796	187	560	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	14	797	860	64	192	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	15	861	888	28	84	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	16	889	911	23	69	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	17	912	936	25	75	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	18	937	954	18	54	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	19	955	988	34	103	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	20	989	1014	26	79	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	21	1015	1366	352	1054	1366	21
Aureococcus_anophagefferens	XP_009034367.1	Tudor	1	1	559	559	1677	1141	3
Aureococcus_anophagefferens	XP_009034367.1	Tudor	2	560	957	398	1194	1141	3
Aureococcus_anophagefferens	XP_009034367.1	Tudor	3	958	1141	184	552	1141	3
Ectocarpus_siliculosus	CBJ25567.1	Tudor	1	1	68	68	204	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	2	69	115	47	141	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	3	116	160	45	137	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	4	161	221	61	181	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	5	222	345	124	372	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	6	346	387	42	126	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	7	388	450	63	189	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	8	451	533	83	249	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	9	534	602	69	208	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	10	603	814	212	635	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	11	815	886	72	216	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	12	887	949	63	189	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	13	950	1006	57	171	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	14	1007	1201	195	585	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	15	1202	1251	50	150	1373	16
Ectocarpus_siliculosus	CBJ25567.1	Tudor	16	1252	1373	122	366	1373	16
Thalassiosira_pseudonana	XP_002288822.1	none	1	1	56	56	168	1099	7
Thalassiosira_pseudonana	XP_002288822.1	none	2	57	305	249	747	1099	7
Thalassiosira_pseudonana	XP_002288822.1	none	3	306	364	59	178	1099	7
Thalassiosira_pseudonana	XP_002288822.1	none	4	365	458	94	282	1099	7
Thalassiosira_pseudonana	XP_002288822.1	none	5	459	482	24	72	1099	7
Thalassiosira_pseudonana	XP_002288822.1	none	6	483	915	433	1299	1099	7
Thalassiosira_pseudonana	XP_002288822.1	none	7	916	1099	184	551	1099	7
Galdieria_sulphuraria	XP_005706585.1	none	1	1	46	46	140	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	2	47	162	116	347	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	3	163	223	61	182	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	4	224	291	68	204	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	5	292	345	54	164	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	6	346	372	27	81	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	7	373	457	85	255	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	8	458	535	78	234	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	9	536	614	79	236	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	10	615	662	48	143	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	11	663	696	34	102	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	12	697	718	22	66	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	13	719	780	62	187	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	14	781	825	45	134	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	15	826	901	76	228	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	16	902	961	60	180	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	17	962	994	33	101	1034	18
Galdieria_sulphuraria	XP_005706585.1	none	18	995	1034	40	118	1034	18
Cyanidioschyzon_merolae	XP_005537539.1	none	1	1	1070	1070	3210	1070	1
Porphyra_umbilicalis	OSX69653.1	none	1	1	1154	1154	3462	1154	1
Apis_mellifera	XP_392346.4	none	1	1	45	45	136	1130	21
Apis_mellifera	XP_392346.4	none	2	46	103	58	174	1130	21
Apis_mellifera	XP_392346.4	none	3	104	134	31	92	1130	21
Apis_mellifera	XP_392346.4	none	4	135	157	23	69	1130	21
Apis_mellifera	XP_392346.4	none	5	158	223	66	198	1130	21
Apis_mellifera	XP_392346.4	none	6	224	268	45	135	1130	21
Apis_mellifera	XP_392346.4	none	7	269	313	45	136	1130	21
Apis_mellifera	XP_392346.4	none	8	314	407	94	281	1130	21
Apis_mellifera	XP_392346.4	none	9	408	449	42	126	1130	21
Apis_mellifera	XP_392346.4	none	10	450	476	27	82	1130	21
Apis_mellifera	XP_392346.4	none	11	477	539	63	188	1130	21
Apis_mellifera	XP_392346.4	none	12	540	570	31	95	1130	21
Apis_mellifera	XP_392346.4	none	13	571	622	52	156	1130	21
Apis_mellifera	XP_392346.4	none	14	623	675	53	158	1130	21
Apis_mellifera	XP_392346.4	none	15	676	705	30	89	1130	21
Apis_mellifera	XP_392346.4	none	16	706	802	97	291	1130	21
